,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Text,Part,Document,Order,Sentence,Start,End,Annotator,Tag,Component,Speech,Speaker,SpeakerType,Set,Date,Year,Name,MainTag,NewBegin,NewEnd,idClip
0,0,0,10763,GORE: Good evening.,1,18_1992,0,0,1542,1562,,"{""O"": 5}",O, Good evening.,GORE,Candidate,TRAIN,13 Oct 1992,1992,Albert A. Gore,O,107.72,108.6,clip_0
1,1,1,10764,It's great to be here in Atlanta for this debate where America will be showcased to the world when the 1996 Olympics are put on right here.,1,18_1992,1,1,1562,1702,,"{""O"": 29}",O,It's great to be here in Atlanta for this debate where America will be showcased to the world when the 1996 Olympics are put on right here.,GORE,Candidate,TRAIN,13 Oct 1992,1992,Albert A. Gore,O,108.6,118.0,clip_1
2,2,2,10765,"It's appropriate because in a real sense, our discussion this evening will be about what kind of nation we want to be 4 years from now.",1,18_1992,2,2,1702,1838,,"{""Claim"": 3, ""O"": 7, ""Premise"": 19}",Premise,"It's appropriate because in a real sense, our discussion this evening will be about what kind of nation we want to be 4 years from now.",GORE,Candidate,TRAIN,13 Oct 1992,1992,Albert A. Gore,Mixed,118.0,126.84,clip_2
3,3,3,10766,It's also a pleasure to be with my 2 opponents this evening.,1,18_1992,3,3,1838,1899,,"{""Claim"": 13, ""O"": 1}",Claim,It's also a pleasure to be with my 2 opponents this evening.,GORE,Candidate,TRAIN,13 Oct 1992,1992,Albert A. Gore,Claim,126.84,130.12,clip_3
4,4,4,10767,"Admiral Stockdale, may I say it's a special honor to share this stage with you.",1,18_1992,4,4,1899,1979,,"{""O"": 7, ""Claim"": 11}",Claim,"Admiral Stockdale, may I say it's a special honor to share this stage with you.",GORE,Candidate,TRAIN,13 Oct 1992,1992,Albert A. Gore,Claim,130.12,134.6,clip_4
5,5,5,10768,Those of us who served in Vietnam looked at you as a national hero even before you were awarded the Congressional Medal of Honor.,1,18_1992,5,5,1979,2109,,"{""Premise"": 24, ""O"": 1}",Premise,Those of us who served in Vietnam looked at you as a national hero even before you were awarded the Congressional Medal of Honor.,GORE,Candidate,TRAIN,13 Oct 1992,1992,Albert A. Gore,Premise,134.6,142.24,clip_5
6,6,6,10769,"And Mr. Vice President -- Dan, if I may -- it was 16 years ago that you and I went to the Congress on the very first day together.",1,18_1992,6,6,2109,2240,,"{""O"": 2, ""Premise"": 29}",Premise,"And Mr. Vice President -- Dan, if I may -- it was 16 years ago that you and I went to the Congress on the very first day together.",GORE,Candidate,TRAIN,13 Oct 1992,1992,Albert A. Gore,Premise,142.24,153.12,clip_6
7,7,7,10770,I'll make you a deal this evening.,1,18_1992,7,7,2240,2275,,"{""O"": 9}",O,I'll make you a deal this evening.,GORE,Candidate,TRAIN,13 Oct 1992,1992,Albert A. Gore,O,153.12,155.04,clip_7
8,8,8,10771,"If you don't try to compare George Bush to Harry Truman, I won't compare you to Jack Kennedy.",1,18_1992,8,8,2275,2369,,"{""Claim"": 21, ""O"": 1}",Claim,"If you don't try to compare George Bush to Harry Truman, I won't compare you to Jack Kennedy.",GORE,Candidate,TRAIN,13 Oct 1992,1992,Albert A. Gore,Claim,155.04,161.04,clip_8
9,9,9,10772,(APPLAUSE)  Harry Truman --,1,18_1992,9,9,2370,2398,,"{""O"": 6}",O,(APPLAUSE)  Harry Truman --,GORE,Candidate,TRAIN,13 Oct 1992,1992,Albert A. Gore,O,161.04,163.64,clip_9
10,10,10,10773,QUAYLE: Do you remember the last time someone compared themselves to Jack Kennedy?,2,18_1992,0,0,2400,2483,,"{""O"": 15}",O, Do you remember the last time someone compared themselves to Jack Kennedy?,QUAYLE,Candidate,TRAIN,13 Oct 1992,1992,James D. Quayle,O,163.64,167.84,clip_10
11,11,11,10774,Do you remember what they said?,2,18_1992,1,1,2483,2515,,"{""O"": 7}",O,Do you remember what they said?,QUAYLE,Candidate,TRAIN,13 Oct 1992,1992,James D. Quayle,O,167.84,170.32,clip_11
12,12,12,10775,"GORE: Harry Truman, it's worth remembering, assumed the presidency when Franklin Roosevelt died here in Georgia -- only one of many occasions when fate thrust a vice president into the Oval Office in a time of crisis.",3,18_1992,0,0,2516,2734,,"{""O"": 4, ""Premise"": 38}",Premise," Harry Truman, it's worth remembering, assumed the presidency when Franklin Roosevelt died here in Georgia -- only one of many occasions when fate thrust a vice president into the Oval Office in a time of crisis.",GORE,Candidate,TRAIN,13 Oct 1992,1992,Albert A. Gore,Premise,170.32,184.64,clip_12
13,13,13,10776,It's something to think about during the debate this evening.,3,18_1992,1,1,2734,2796,,"{""Claim"": 11, ""O"": 1}",Claim,It's something to think about during the debate this evening.,GORE,Candidate,TRAIN,13 Oct 1992,1992,Albert A. Gore,Claim,184.64,187.76,clip_13
14,14,14,10777,But our real discussion is going to be about change.,3,18_1992,2,2,2796,2849,,"{""O"": 11}",O,But our real discussion is going to be about change.,GORE,Candidate,TRAIN,13 Oct 1992,1992,Albert A. Gore,O,187.76,191.72,clip_14
15,15,15,10778,Bill Clinton and I stand for change because we don't believe our nation can stand 4 more years of what we've had under George Bush and Dan Quayle.,3,18_1992,3,3,2849,2996,,"{""Claim"": 7, ""O"": 2, ""Premise"": 22}",Premise,Bill Clinton and I stand for change because we don't believe our nation can stand 4 more years of what we've had under George Bush and Dan Quayle.,GORE,Candidate,TRAIN,13 Oct 1992,1992,Albert A. Gore,Mixed,191.72,201.24,clip_15
16,16,16,10779,"When the recession came they were like a deer caught in the headlights -- paralyzed into inaction, blinded to the suffering and pain of bankruptcies and people who were unemployed.",3,18_1992,4,4,2996,3177,,"{""Premise"": 29, ""O"": 3}",Premise,"When the recession came they were like a deer caught in the headlights -- paralyzed into inaction, blinded to the suffering and pain of bankruptcies and people who were unemployed.",GORE,Candidate,TRAIN,13 Oct 1992,1992,Albert A. Gore,Premise,201.24,212.8,clip_16
17,17,17,10780,"We have an environmental crisis, a health insurance crisis, substandard education.",3,18_1992,5,5,3177,3260,,"{""Premise"": 11, ""O"": 3}",Premise,"We have an environmental crisis, a health insurance crisis, substandard education.",GORE,Candidate,TRAIN,13 Oct 1992,1992,Albert A. Gore,Premise,212.8,218.08,clip_17
