,Unnamed: 0,Text,Part,Document,Order,Sentence,Start,End,Annotator,Tag,Component,Speech,Speaker,SpeakerType,Set,Date,Year,Name,MainTag,NewBegin,NewEnd,idClip
0,11649,"KERRY: Well, first of all, Bob, thank you for moderating tonight.",2,32_2004,0,0,2172,2238,,"{""O"": 16}",O," Well, first of all, Bob, thank you for moderating tonight.",KERRY,Candidate,TEST,13 Oct 2004,2004,John F. Kerry,O,152.44,158.4,clip_0
1,11650,"Thank you, Arizona State, for welcoming us.",2,32_2004,1,1,2238,2282,,"{""O"": 10}",O,"Thank you, Arizona State, for welcoming us.",KERRY,Candidate,TEST,13 Oct 2004,2004,John F. Kerry,O,158.4,161.36,clip_1
2,11651,And thank you to the Presidential Commission for undertaking this enormous task.,2,32_2004,2,2,2283,2364,,"{""O"": 13}",O,And thank you to the Presidential Commission for undertaking this enormous task.,KERRY,Candidate,TEST,13 Oct 2004,2004,John F. Kerry,O,161.36,166.36,clip_2
3,11652,We're proud to be here.,2,32_2004,3,3,2364,2388,,"{""O"": 7}",O,We're proud to be here.,KERRY,Candidate,TEST,13 Oct 2004,2004,John F. Kerry,O,166.36,167.2,clip_3
4,11653,"Mr. President, I'm glad to be here with you again to share similarities and differences with the American people.",2,32_2004,4,4,2389,2503,,"{""O"": 22}",O,"Mr. President, I'm glad to be here with you again to share similarities and differences with the American people.",KERRY,Candidate,TEST,13 Oct 2004,2004,John F. Kerry,O,167.2,173.64,clip_4
5,11654,Will we ever be safe and secure again?,2,32_2004,5,5,2504,2543,,"{""Premise"": 8, ""O"": 1}",Premise,Will we ever be safe and secure again?,KERRY,Candidate,TEST,13 Oct 2004,2004,John F. Kerry,Premise,173.64,176.76,clip_5
6,11655,Yes.,2,32_2004,6,6,2543,2548,,"{""Claim"": 1, ""O"": 1}",Claim,Yes.,KERRY,Candidate,TEST,13 Oct 2004,2004,John F. Kerry,Claim,361.24,362.28,clip_6
7,11656,We absolutely must be.,2,32_2004,7,7,2548,2571,,"{""Claim"": 4, ""O"": 1}",Claim,We absolutely must be.,KERRY,Candidate,TEST,13 Oct 2004,2004,John F. Kerry,Claim,177.96,179.8,clip_7
8,11657,That's the goal.,2,32_2004,8,8,2571,2588,,"{""O"": 5}",O,That's the goal.,KERRY,Candidate,TEST,13 Oct 2004,2004,John F. Kerry,O,179.8,181.48,clip_8
9,11658,"Now, how do we achieve it is the most critical component of it.",2,32_2004,9,9,2589,2653,,"{""O"": 15}",O,"Now, how do we achieve it is the most critical component of it.",KERRY,Candidate,TEST,13 Oct 2004,2004,John F. Kerry,O,181.48,184.8,clip_9
