,Unnamed: 0,Unnamed: 0.1,Text,Part,Document,Order,Sentence,Start,End,Annotator,Tag,Component,Speech,Speaker,SpeakerType,Set,Date,Year,Name,MainTag,NewBegin,NewEnd,idClip
2,2,27413,"KENNEDY: Mr. McGee, we have a contractual right to be in Berlin coming out of the conversations at Potsdam and of World War II.",6,3_1960,0,0,2503,2631,,"{""O"": 6, ""Premise"": 21}",Premise," Mr. McGee, we have a contractual right to be in Berlin coming out of the conversations at Potsdam and of World War II.",KENNEDY,Candidate,VALIDATION,13 Oct 1960,1960,John F. Kennedy,Premise,168.28,176.88,clip_2
3,3,27414,That has been reinforced by direct commitments of the president of the United States; it's been reinforced by a number of other nations under NATO.,6,3_1960,1,1,2631,2779,,"{""Premise"": 26, ""O"": 2}",Premise,That has been reinforced by direct commitments of the president of the United States; it's been reinforced by a number of other nations under NATO.,KENNEDY,Candidate,VALIDATION,13 Oct 1960,1960,John F. Kennedy,Premise,176.88,184.2,clip_3
4,4,27415,I've stated on many occasions that the United States must meet its commitment on Berlin.,6,3_1960,2,2,2779,2868,,"{""Premise"": 16, ""O"": 1}",Premise,I've stated on many occasions that the United States must meet its commitment on Berlin.,KENNEDY,Candidate,VALIDATION,13 Oct 1960,1960,John F. Kennedy,Premise,184.2,189.28,clip_4
5,5,27416,It is a commitment that we have to meet if we're going to protect the security of Western Europe.,6,3_1960,3,3,2868,2966,,"{""O"": 6, ""Premise"": 15}",Premise,It is a commitment that we have to meet if we're going to protect the security of Western Europe.,KENNEDY,Candidate,VALIDATION,13 Oct 1960,1960,John F. Kennedy,Premise,189.28,194.52,clip_5
6,6,27417,And therefore on this question I don't think that there is any doubt in the mind of any American; I hope there is not any doubt in the mind of any member of the community of West Berlin; I'm sure there isn't any doubt in the mind of the Russians.,6,3_1960,4,4,2966,3213,,"{""O"": 8, ""Claim"": 48}",Claim,And therefore on this question I don't think that there is any doubt in the mind of any American; I hope there is not any doubt in the mind of any member of the community of West Berlin; I'm sure there isn't any doubt in the mind of the Russians.,KENNEDY,Candidate,VALIDATION,13 Oct 1960,1960,John F. Kennedy,Claim,194.52,206.44,clip_6
7,7,27418,We will meet our commitments to maintain the freedom and independence of West Berlin.,6,3_1960,5,5,3213,3299,,"{""Claim"": 14, ""O"": 1}",Claim,We will meet our commitments to maintain the freedom and independence of West Berlin.,KENNEDY,Candidate,VALIDATION,13 Oct 1960,1960,John F. Kennedy,Claim,206.44,212.0,clip_7
9,9,27420,"As a matter of fact, the statement that Senator Kennedy made was that - to the effect that there were trigger-happy Republicans, that my stand on Quemoy and Matsu was an indication of trigger-happy Republicans.",8,3_1960,1,1,3365,3576,,"{""O"": 8, ""Premise"": 30}",Premise,"As a matter of fact, the statement that Senator Kennedy made was that - to the effect that there were trigger-happy Republicans, that my stand on Quemoy and Matsu was an indication of trigger-happy Republicans.",NIXON,Candidate,VALIDATION,13 Oct 1960,1960,Richard M. Nixon,Premise,215.24,227.2,clip_9
10,10,27421,I resent that comment.,8,3_1960,2,2,3576,3599,,"{""Claim"": 4, ""O"": 1}",Claim,I resent that comment.,NIXON,Candidate,VALIDATION,13 Oct 1960,1960,Richard M. Nixon,Claim,227.2,228.8,clip_10
11,11,27422,"I resent it because th- it's an implication that Republicans have been trigger-happy and, therefore, would lead this nation into war.",8,3_1960,3,3,3599,3733,,"{""Claim"": 9, ""O"": 7, ""Premise"": 9}",Claim,"I resent it because th- it's an implication that Republicans have been trigger-happy and, therefore, would lead this nation into war.",NIXON,Candidate,VALIDATION,13 Oct 1960,1960,Richard M. Nixon,Mixed,228.8,236.56,clip_11
12,12,27423,I would remind Senator Kennedy of the past fifty years.,8,3_1960,4,4,3733,3789,,"{""O"": 11}",O,I would remind Senator Kennedy of the past fifty years.,NIXON,Candidate,VALIDATION,13 Oct 1960,1960,Richard M. Nixon,O,236.56,240.04,clip_12
13,13,27424,I would ask him to name one Republican president who led this nation into war.,8,3_1960,5,5,3789,3868,,"{""O"": 16}",O,I would ask him to name one Republican president who led this nation into war.,NIXON,Candidate,VALIDATION,13 Oct 1960,1960,Richard M. Nixon,O,240.04,244.88,clip_13
14,14,27425,There were three Democratic presidents who led us into war.,8,3_1960,6,6,3868,3928,,"{""O"": 11}",O,There were three Democratic presidents who led us into war.,NIXON,Candidate,VALIDATION,13 Oct 1960,1960,Richard M. Nixon,O,244.88,248.44,clip_14
15,15,27426,I do not mean by that that one party is a war party and the other party is a peace party.,8,3_1960,7,7,3928,4018,,"{""O"": 22}",O,I do not mean by that that one party is a war party and the other party is a peace party.,NIXON,Candidate,VALIDATION,13 Oct 1960,1960,Richard M. Nixon,O,248.44,253.24,clip_15
16,16,27427,But I do say that any statement to the effect that the Republican party is trigger-happy is belied by the record.,8,3_1960,8,8,4018,4132,,"{""O"": 22}",O,But I do say that any statement to the effect that the Republican party is trigger-happy is belied by the record.,NIXON,Candidate,VALIDATION,13 Oct 1960,1960,Richard M. Nixon,O,253.24,260.92,clip_16
17,17,27428,We had a war when we came into power in 1953.,8,3_1960,9,9,4132,4178,,"{""Premise"": 11, ""O"": 1}",Premise,We had a war when we came into power in 1953.,NIXON,Candidate,VALIDATION,13 Oct 1960,1960,Richard M. Nixon,Premise,260.92,265.04,clip_17
18,18,27429,We got rid of that; we've kept out of other wars; and certainly that doesn't indicate that we're trigger-happy.,8,3_1960,10,10,4178,4290,,"{""Premise"": 12, ""O"": 5, ""Claim"": 8}",Premise, we've kept out of other wars; and certainly that doesn't indicate that we're trigger-happy.,NIXON,Candidate,VALIDATION,13 Oct 1960,1960,Richard M. Nixon,Mixed,NOT_FOUND,NOT_FOUND,NOT_FOUND
19,19,27430,"We've been strong, but we haven't been trigger-happy.",8,3_1960,11,11,4290,4344,,"{""Premise"": 9, ""O"": 3}",Premise,"We've been strong, but we haven't been trigger-happy.",NIXON,Candidate,VALIDATION,13 Oct 1960,1960,Richard M. Nixon,Premise,270.2,273.44,clip_19
20,20,27431,"As far as Berlin is concerned, there isn't any question about the necessity of defending Berlin; the rights of people there to be free; and there isn't any question about what the united American people - Republicans and Democrats alike - would do in the event there were an attempt by the Communists to take over Berlin.",8,3_1960,12,12,4344,4666,,"{""O"": 11, ""Claim"": 52}",Claim,"As far as Berlin is concerned, there isn't any question about the necessity of defending Berlin; the rights of people there to be free; and there isn't any question about what the united American people - Republicans and Democrats alike - would do in the event there were an attempt by the Communists to take over Berlin.",NIXON,Candidate,VALIDATION,13 Oct 1960,1960,Richard M. Nixon,Claim,273.44,294.28,clip_20
22,22,27433,"Von Fremd, it would be completely irresponsible for a candidate for the presidency, or for a president himself, to indicate the course of action and the weapons he would use in the event of such an attack.",11,3_1960,1,1,5230,5436,,"{""O"": 41}",O,"Von Fremd, it would be completely irresponsible for a candidate for the presidency, or for a president himself, to indicate the course of action and the weapons he would use in the event of such an attack.",NIXON,Candidate,VALIDATION,13 Oct 1960,1960,Richard M. Nixon,O,327.96,338.96,clip_22
23,23,27434,"I will say this: in the event that such an attack occurred and in the event the attack was a prelude to an attack on Formosa - which would be the indication today because the Chinese Communists say over and over again that their objective is not the offshore islands, that they consider them only steppingstones to taking Formosa - in the event that their attack then were a prelude to an attack on Formosa, there isn't any question but that the United States would then again, as in the case of Berlin, honor our treaty obligations and stand by our ally of Formosa.",11,3_1960,2,2,5436,6003,,"{""O"": 10, ""Claim"": 29, ""Premise"": 72}",Premise," in the event that such an attack occurred and in the event the attack was a prelude to an attack on Formosa - which would be the indication today because the Chinese Communists say over and over again that their objective is not the offshore islands, that they consider them only steppingstones to taking Formosa - in the event that their attack then were a prelude to an attack on Formosa, there isn't any question but that the United States would then again, as in the case of Berlin, honor our treaty obligations and stand by our ally of Formosa.",NIXON,Candidate,VALIDATION,13 Oct 1960,1960,Richard M. Nixon,Mixed,NOT_FOUND,NOT_FOUND,NOT_FOUND
24,24,27435,"But to indicate in advance how we would respond, to indicate the nature of this response would be incorrect; it would certainly be inappropriate; it would not be in the best interests of the United States.",11,3_1960,3,3,6003,6209,,"{""O"": 4, ""Claim"": 36}",Claim,"But to indicate in advance how we would respond, to indicate the nature of this response would be incorrect; it would certainly be inappropriate; it would not be in the best interests of the United States.",NIXON,Candidate,VALIDATION,13 Oct 1960,1960,Richard M. Nixon,Claim,373.2,384.68,clip_24
