,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Text,Part,Document,Order,Sentence,Start,End,Annotator,Tag,Component,Speech,Speaker,SpeakerType,Set,Date,Year,Name,MainTag,NewBegin,NewEnd,idClip
0,0,0,2420,"KEMP: Wow, in 90 seconds?",1,23_1996,0,0,1236,1262,,"{""O"": 8}",O," Wow, in 90 seconds?",KEMP,Candidate,VALIDATION,09 Oct 1996,1996,Jack F. Kemp ,O,84.32,87.44,clip_0
1,1,1,2421,I can't clear my throat in 90 seconds.,1,23_1996,1,1,1262,1301,,"{""O"": 10}",O,I can't clear my throat in 90 seconds.,KEMP,Candidate,VALIDATION,09 Oct 1996,1996,Jack F. Kemp ,O,87.44,90.84,clip_1
2,2,2,2422,"Jim, Bob Dole and myself do not see Al Gore and Bill Clinton as our enemy.",1,23_1996,2,2,1301,1376,,"{""O"": 3, ""Premise"": 15}",Premise,"Jim, Bob Dole and myself do not see Al Gore and Bill Clinton as our enemy.",KEMP,Candidate,VALIDATION,09 Oct 1996,1996,Jack F. Kemp ,Premise,90.84,97.76,clip_2
3,3,3,2423,We see them as our opponents.,1,23_1996,3,3,1376,1406,,"{""Premise"": 6, ""O"": 1}",Premise,We see them as our opponents.,KEMP,Candidate,VALIDATION,09 Oct 1996,1996,Jack F. Kemp ,Premise,97.76,99.84,clip_3
4,4,4,2424,This is the greatest democracy in the world.,1,23_1996,4,4,1406,1451,,"{""Claim"": 8, ""O"": 1}",Claim,This is the greatest democracy in the world.,KEMP,Candidate,VALIDATION,09 Oct 1996,1996,Jack F. Kemp ,Claim,99.84,101.92,clip_4
5,5,5,2425,"People are watching not only throughout this country, but all over the world as to how this democracy can function with civility and respect, and decency and integrity.",1,23_1996,5,5,1451,1620,,"{""Premise"": 30, ""O"": 1}",Premise,"People are watching not only throughout this country, but all over the world as to how this democracy can function with civility and respect, and decency and integrity.",KEMP,Candidate,VALIDATION,09 Oct 1996,1996,Jack F. Kemp ,Premise,101.92,112.8,clip_5
6,6,6,2426,"Bob Dole, um, is one of those men who served in the United States Senate, his public life is a public record.",1,23_1996,6,6,1620,1730,,"{""Premise"": 25, ""O"": 1}",Premise,"Bob Dole, um, is one of those men who served in the United States Senate, his public life is a public record.",KEMP,Candidate,VALIDATION,09 Oct 1996,1996,Jack F. Kemp ,Premise,112.8,122.52,clip_6
7,7,7,2427,He fought on the battlefield.,1,23_1996,7,7,1730,1760,,"{""Premise"": 5, ""O"": 1}",Premise,He fought on the battlefield.,KEMP,Candidate,VALIDATION,09 Oct 1996,1996,Jack F. Kemp ,Premise,122.52,124.72,clip_7
8,8,8,2428,He has worked with Democrats and Republicans.,1,23_1996,8,8,1760,1806,,"{""Premise"": 7, ""O"": 1}",Premise,He has worked with Democrats and Republicans.,KEMP,Candidate,VALIDATION,09 Oct 1996,1996,Jack F. Kemp ,Premise,124.72,128.16,clip_8
9,9,9,2429,"In my opinion, it is beneath Bob Dole to go after anyone personally.",1,23_1996,9,9,1806,1875,,"{""Claim"": 14, ""O"": 1}",Claim,"In my opinion, it is beneath Bob Dole to go after anyone personally.",KEMP,Candidate,VALIDATION,09 Oct 1996,1996,Jack F. Kemp ,Claim,128.16,132.92,clip_9
