,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Text,Part,Document,Order,Sentence,Start,End,Annotator,Tag,Component,Speech,Speaker,SpeakerType,Set,Date,Year,Name,MainTag,NewBegin,NewEnd,idClip
0,0,0,15018,REAGAN: I have a plan -- not a secret plan.,4,10_1984,0,0,3108,3152,,"{""O"": 8, ""Claim"": 4}",O, I have a plan -- not a secret plan.,REAGAN,Candidate,TRAIN,07 Oct 1984,1984,Ronald W. Reagan,Mixed,200.96,202.48,clip_0
1,1,1,15019,"As a matter of fact, it is the economic recovery program that we presented when I took office in 1981.",4,10_1984,1,1,3152,3255,,"{""O"": 6, ""Premise"": 16}",Premise,"As a matter of fact, it is the economic recovery program that we presented when I took office in 1981.",REAGAN,Candidate,TRAIN,07 Oct 1984,1984,Ronald W. Reagan,Premise,202.48,210.36,clip_1
2,2,2,15020,"It is true that earlier, working with some very prominent economists, I had come up, during the campaign, with an economic program that I thought could rectify the great problems confronting us -- the double-digit inflation, the high tax rates that I think were hurting the economy, the stagflation that we were undergoing.",4,10_1984,2,2,3256,3580,,"{""O"": 28, ""Claim"": 19, ""Premise"": 13}",O,"It is true that earlier, working with some very prominent economists, I had come up, during the campaign, with an economic program that I thought could rectify the great problems confronting us -- the double-digit inflation, the high tax rates that I think were hurting the economy, the stagflation that we were undergoing.",REAGAN,Candidate,TRAIN,07 Oct 1984,1984,Ronald W. Reagan,Mixed,210.36,234.52,clip_2
3,3,3,15021,"Before even the election day, something that none of those economists had even predicted had happened, that the economy was so worsened that I was openly saying that what we had thought on the basis of our plan could have brought a balanced budget -- no, that was no longer possible.",4,10_1984,3,3,3580,3864,,"{""O"": 23, ""Premise"": 27, ""Claim"": 5}",Premise,"Before even the election day, something that none of those economists had even predicted had happened, that the economy was so worsened that I was openly saying that what we had thought on the basis of our plan could have brought a balanced budget -- no, that was no longer possible.",REAGAN,Candidate,TRAIN,07 Oct 1984,1984,Ronald W. Reagan,Mixed,234.52,252.92,clip_3
4,4,4,15022,"So, the plan that we have had and that we are following is a plan that is based on growth in the economy, recovery without inflation, and reducing the share that the Government is taking from the gross national product, which has become a drag on the economy.",4,10_1984,4,4,3865,4125,,"{""O"": 4, ""Claim"": 49}",Claim,"So, the plan that we have had and that we are following is a plan that is based on growth in the economy, recovery without inflation, and reducing the share that the Government is taking from the gross national product, which has become a drag on the economy.",REAGAN,Candidate,TRAIN,07 Oct 1984,1984,Ronald W. Reagan,Claim,252.92,279.28,clip_4
5,5,5,15023,"Already, we have a recovery that has been going on for about 21 months to the point that we can now call it an expansion.",4,10_1984,5,5,4126,4248,,"{""O"": 4, ""Premise"": 16, ""Claim"": 7}",Premise,"Already, we have a recovery that has been going on for about 21 months to the point that we can now call it an expansion.",REAGAN,Candidate,TRAIN,07 Oct 1984,1984,Ronald W. Reagan,Mixed,279.28,286.12,clip_5
6,6,6,15024,"Under that, this year, we have seen a $21 billion reduction in the deficit from last year, based mainly on the increased revenues the Government is getting without raising tax rates.",4,10_1984,6,6,4248,4431,,"{""Premise"": 35, ""O"": 1}",Premise,"Under that, this year, we have seen a $21 billion reduction in the deficit from last year, based mainly on the increased revenues the Government is getting without raising tax rates.",REAGAN,Candidate,TRAIN,07 Oct 1984,1984,Ronald W. Reagan,Premise,286.12,298.92,clip_6
7,7,7,15025,"Our tax cut, we think, was very instrumental in bringing about this economic recovery.",4,10_1984,7,7,4432,4519,,"{""Claim"": 16, ""O"": 1}",Claim,"Our tax cut, we think, was very instrumental in bringing about this economic recovery.",REAGAN,Candidate,TRAIN,07 Oct 1984,1984,Ronald W. Reagan,Claim,298.92,306.4,clip_7
8,8,8,15026,We have reduced inflation to about a third of what it was.,4,10_1984,8,8,4519,4578,,"{""Claim"": 13}",Claim,We have reduced inflation to about a third of what it was.,REAGAN,Candidate,TRAIN,07 Oct 1984,1984,Ronald W. Reagan,Claim,306.4,313.44,clip_8
9,9,9,15027,"The interest rates have come down about 9 or 10 points and, we think, must come down further.",4,10_1984,9,9,4578,4672,,"{""Premise"": 11, ""O"": 3, ""Claim"": 7}",Premise,"The interest rates have come down about 9 or 10 points and, we think, must come down further.",REAGAN,Candidate,TRAIN,07 Oct 1984,1984,Ronald W. Reagan,Mixed,313.44,319.52,clip_9
