,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Text,Part,Document,Order,Sentence,Start,End,Annotator,Tag,Component,Speech,Speaker,SpeakerType,Set,Date,Year,Name,MainTag,NewBegin,NewEnd,idClip
0,0,0,15658,"BUSH: I have, I have.",2,27_2000,0,0,1345,1367,,"{""O"": 3, ""Claim"": 5}",Claim," I have, I have.",BUSH,Candidate,VALIDATION,11 Oct 2000,2000,George W. Bush,Claim,81.52,82.88,clip_0
1,1,1,15659,First question is what's in the best interests of the United States?,2,27_2000,1,1,1367,1436,,"{""Premise"": 13, ""O"": 1}",Premise,First question is what's in the best interests of the United States?,BUSH,Candidate,VALIDATION,11 Oct 2000,2000,George W. Bush,Premise,82.88,87.2,clip_1
2,2,2,15660,What's in the best interests of our people?,2,27_2000,2,2,1436,1480,,"{""Premise"": 9, ""O"": 1}",Premise,What's in the best interests of our people?,BUSH,Candidate,VALIDATION,11 Oct 2000,2000,George W. Bush,Premise,87.2,90.56,clip_2
3,3,3,15661,When it comes to foreign policy that will be my guiding question.,2,27_2000,3,3,1480,1546,,"{""Claim"": 12, ""O"": 1}",Claim,When it comes to foreign policy that will be my guiding question.,BUSH,Candidate,VALIDATION,11 Oct 2000,2000,George W. Bush,Claim,90.56,95.16,clip_3
4,4,4,15662,Is it in our nation's interests?,2,27_2000,4,4,1546,1579,,"{""Premise"": 7, ""O"": 1}",Premise,Is it in our nation's interests?,BUSH,Candidate,VALIDATION,11 Oct 2000,2000,George W. Bush,Premise,95.16,97.56,clip_4
5,5,5,15663,Peace in the Middle East is in our nation's interests.,2,27_2000,5,5,1579,1634,,"{""Claim"": 11, ""O"": 1}",Claim,Peace in the Middle East is in our nation's interests.,BUSH,Candidate,VALIDATION,11 Oct 2000,2000,George W. Bush,Claim,97.56,100.72,clip_5
6,6,6,15664,Having a hemisphere that is free for trade and peaceful is in our nation's interests.,2,27_2000,6,6,1634,1720,,"{""Claim"": 16, ""O"": 1}",Claim,Having a hemisphere that is free for trade and peaceful is in our nation's interests.,BUSH,Candidate,VALIDATION,11 Oct 2000,2000,George W. Bush,Claim,100.72,108.44,clip_6
7,7,7,15665,Strong relations in Europe is in our nation's interest.,2,27_2000,7,7,1720,1776,,"{""Claim"": 10, ""O"": 1}",Claim,Strong relations in Europe is in our nation's interest.,BUSH,Candidate,VALIDATION,11 Oct 2000,2000,George W. Bush,Claim,108.44,111.56,clip_7
8,8,8,15666,I've thought a lot about what it means to be the president.,2,27_2000,8,8,1776,1836,,"{""Claim"": 13, ""O"": 1}",Claim,I've thought a lot about what it means to be the president.,BUSH,Candidate,VALIDATION,11 Oct 2000,2000,George W. Bush,Claim,111.56,113.6,clip_8
9,9,9,15667,"I also understand that an administration is not one person, but an administration is dedicated citizens who are called by the president to serve the country, to serve a cause greater than self, and so I've thought about an administration of people who represent all America, but people who understand my compassionate and conservative philosophy.",2,27_2000,9,9,1836,2183,,"{""Claim"": 10, ""O"": 6, ""Premise"": 45}",Premise,"I also understand that an administration is not one person, but an administration is dedicated citizens who are called by the president to serve the country, to serve a cause greater than self, and so I've thought about an administration of people who represent all America, but people who understand my compassionate and conservative philosophy.",BUSH,Candidate,VALIDATION,11 Oct 2000,2000,George W. Bush,Mixed,113.6,139.4,clip_9
10,10,10,15668,"I haven't started naming names except for one person, and that's Mr. Richard Cheney who I thought did a great job the other night.",2,27_2000,10,10,2183,2314,,"{""Premise"": 27, ""O"": 1}",Premise,"I haven't started naming names except for one person, and that's Mr. Richard Cheney who I thought did a great job the other night.",BUSH,Candidate,VALIDATION,11 Oct 2000,2000,George W. Bush,Premise,139.4,148.24,clip_10
11,11,11,15669,He's a vice presidential nominee who represents -- I think people got to see why I picked him.,2,27_2000,11,11,2314,2409,,"{""O"": 10, ""Claim"": 10}",O,He's a vice presidential nominee who represents -- I think people got to see why I picked him.,BUSH,Candidate,VALIDATION,11 Oct 2000,2000,George W. Bush,Mixed,148.24,154.6,clip_11
12,12,12,15670,He's man of solid judgment and he's going to be a person to stand by my side.,2,27_2000,12,12,2409,2487,,"{""Premise"": 18, ""O"": 2}",Premise,He's man of solid judgment and he's going to be a person to stand by my side.,BUSH,Candidate,VALIDATION,11 Oct 2000,2000,George W. Bush,Premise,154.6,158.76,clip_12
