,Unnamed: 0,Unnamed: 0.1,Text,Part,Document,Order,Sentence,Start,End,Annotator,Tag,Component,Speech,Speaker,SpeakerType,Set,Date,Year,Name,MainTag,NewBegin,NewEnd,idClip
0,0,17352,PEROT: I think the principal that separates me is that 5 and a half million people came together on their own and put me on the ballot.,0,16_1992,0,0,0,136,,"{""O"": 3, ""Claim"": 26}",Claim, I think the principal that separates me is that 5 and a half million people came together on their own and put me on the ballot.,PEROT,Candidate,TRAIN,11 Oct 1992,1992,Henry Ross Perot,Claim,0.0,9.0,clip_0
1,1,17353,"I was not put on the ballot by either of the 2 parties; I was not put on the ballot by any PAC money, by any foreign lobbyist money, by any special interest money.",0,16_1992,1,1,136,300,,"{""Premise"": 34, ""O"": 4}",Premise,"I was not put on the ballot by either of the 2 parties; I was not put on the ballot by any PAC money, by any foreign lobbyist money, by any special interest money.",PEROT,Candidate,TRAIN,11 Oct 1992,1992,Henry Ross Perot,Premise,9.0,17.72,clip_1
2,2,17354,This is a movement that came from the people.,0,16_1992,2,2,300,346,,"{""Claim"": 9, ""O"": 1}",Claim,This is a movement that came from the people.,PEROT,Candidate,TRAIN,11 Oct 1992,1992,Henry Ross Perot,Claim,17.72,20.68,clip_2
3,3,17355,"This is the way the framers of the Constitution intended our government to be, a government that comes from the people.",0,16_1992,3,3,346,466,,"{""Claim"": 14, ""O"": 2, ""Premise"": 7}",Claim,"This is the way the framers of the Constitution intended our government to be, a government that comes from the people.",PEROT,Candidate,TRAIN,11 Oct 1992,1992,Henry Ross Perot,Mixed,20.68,27.48,clip_3
4,4,17356,"Over time we have developed a government that comes at the people, that comes from the top down, where the people are more or less treated as objects to be programmed during the campaign with commercials and media events and fear messages and personal attacks and things of that nature.",0,16_1992,4,4,466,753,,"{""Premise"": 50, ""O"": 3}",Premise,"Over time we have developed a government that comes at the people, that comes from the top down, where the people are more or less treated as objects to be programmed during the campaign with commercials and media events and fear messages and personal attacks and things of that nature.",PEROT,Candidate,TRAIN,11 Oct 1992,1992,Henry Ross Perot,Premise,27.48,45.16,clip_4
5,5,17357,The thing that separates my candidacy and makes it unique is that this came from millions of people in 50 states all over this country who wanted a candidate that worked and belonged to nobody but them.,0,16_1992,5,5,753,956,,"{""Premise"": 37, ""O"": 1}",Premise,The thing that separates my candidacy and makes it unique is that this came from millions of people in 50 states all over this country who wanted a candidate that worked and belonged to nobody but them.,PEROT,Candidate,TRAIN,11 Oct 1992,1992,Henry Ross Perot,Premise,45.16,58.68,clip_5
6,6,17358,"I go into this race as their servant, and I belong to them.",0,16_1992,6,6,956,1016,,"{""Claim"": 12, ""O"": 3}",Claim,"I go into this race as their servant, and I belong to them.",PEROT,Candidate,TRAIN,11 Oct 1992,1992,Henry Ross Perot,Claim,58.68,63.52,clip_6
7,7,17359,So this comes from the people.,0,16_1992,7,7,1016,1047,,"{""O"": 2, ""Claim"": 5}",Claim,So this comes from the people.,PEROT,Candidate,TRAIN,11 Oct 1992,1992,Henry Ross Perot,Claim,63.52,67.0,clip_7
8,8,17360,"CLINTON: The most important distinction in this campaign is that I represent real hope for change, a departure from trickle-down economics, a departure from tax and spend economics, to invest in growth.",2,16_1992,0,0,1098,1301,,"{""O"": 5, ""Claim"": 32}",Claim," The most important distinction in this campaign is that I represent real hope for change, a departure from trickle-down economics, a departure from tax and spend economics, to invest in growth.",CLINTON,Candidate,TRAIN,11 Oct 1992,1992,William(Bill) J. Clinton,Claim,70.16,83.36,clip_8
9,9,17361,"But before I can do that, I must challenge the American people to change, and they must decide.",2,16_1992,1,1,1301,1397,,"{""O"": 10, ""Claim"": 11}",Claim,"But before I can do that, I must challenge the American people to change, and they must decide.",CLINTON,Candidate,TRAIN,11 Oct 1992,1992,William(Bill) J. Clinton,Claim,83.36,89.72,clip_9
