,Unnamed: 0,Text,Part,Document,Order,Sentence,Start,End,Annotator,Tag,Component,Speech,Speaker,SpeakerType,Set,Date,Year,Name,MainTag,NewBegin,NewEnd,idClip
0,22104,"KENNEDY: Mr. Smith, Mr. Nixon.",1,1_1960,0,0,947,978,,"{""O"": 8}",O," Mr. Smith, Mr. Nixon.",KENNEDY,Candidate,TRAIN,26 Sep 1960,1960,John F. Kennedy,O,53.2,61.28,clip_0
1,22105,"In the election of 1860, Abraham Lincoln said the question was whether this nation could exist half-slave or half-free.",1,1_1960,1,1,978,1098,,"{""O"": 21}",O,"In the election of 1860, Abraham Lincoln said the question was whether this nation could exist half-slave or half-free.",KENNEDY,Candidate,TRAIN,26 Sep 1960,1960,John F. Kennedy,O,61.28,70.16,clip_1
2,22106,"In the election of 1960, and with the world around us, the question is whether the world will exist half-slave or half-free, whether it will move in the direction of freedom, in the direction of the road that we are taking, or whether it will move in the direction of slavery.",1,1_1960,2,2,1098,1375,,"{""O"": 14, ""Premise"": 43}",Premise,"In the election of 1960, and with the world around us, the question is whether the world will exist half-slave or half-free, whether it will move in the direction of freedom, in the direction of the road that we are taking, or whether it will move in the direction of slavery.",KENNEDY,Candidate,TRAIN,26 Sep 1960,1960,John F. Kennedy,Premise,70.16,86.8,clip_2
3,22107,"I think it will depend in great measure upon what we do here in the United States, on the kind of society that we build, on the kind of strength that we maintain.",1,1_1960,3,3,1375,1538,,"{""O"": 1, ""Claim"": 35}",Claim,"I think it will depend in great measure upon what we do here in the United States, on the kind of society that we build, on the kind of strength that we maintain.",KENNEDY,Candidate,TRAIN,26 Sep 1960,1960,John F. Kennedy,Claim,86.8,95.64,clip_3
4,22108,"We discuss tonight domestic issues, but I would not want that to be any implication to be given that this does not involve directly our struggle with Mr. Khrushchev for survival.",1,1_1960,4,4,1538,1717,,"{""O"": 8, ""Claim"": 25}",Claim,"We discuss tonight domestic issues, but I would not want that to be any implication to be given that this does not involve directly our struggle with Mr. Khrushchev for survival.",KENNEDY,Candidate,TRAIN,26 Sep 1960,1960,John F. Kennedy,Claim,95.64,107.08,clip_4
5,22109,"Mr. Khrushchev is in New York, and he maintains the Communist offensive throughout the world because of the productive power of the Soviet Union itself.",1,1_1960,5,5,1717,1870,,"{""Premise"": 26, ""O"": 1}",Premise,"Mr. Khrushchev is in New York, and he maintains the Communist offensive throughout the world because of the productive power of the Soviet Union itself.",KENNEDY,Candidate,TRAIN,26 Sep 1960,1960,John F. Kennedy,Premise,107.08,116.76,clip_5
6,22110,The Chinese Communists have always had a large population.,1,1_1960,6,6,1870,1929,,"{""Premise"": 10}",Premise,The Chinese Communists have always had a large population.,KENNEDY,Candidate,TRAIN,26 Sep 1960,1960,John F. Kennedy,Premise,116.76,120.56,clip_6
7,22111,But they are important and dangerous now because they are mounting a major effort within their own country.,1,1_1960,7,7,1929,2037,,"{""O"": 2, ""Claim"": 6, ""Premise"": 11}",Premise,But they are important and dangerous now because they are mounting a major effort within their own country.,KENNEDY,Candidate,TRAIN,26 Sep 1960,1960,John F. Kennedy,Mixed,120.56,125.88,clip_7
8,22112,"The kind of country we have here, the kind of society we have, the kind of strength we build in the United States will be the defense of freedom.",1,1_1960,8,8,2037,2183,,"{""Claim"": 32}",Claim,"The kind of country we have here, the kind of society we have, the kind of strength we build in the United States will be the defense of freedom.",KENNEDY,Candidate,TRAIN,26 Sep 1960,1960,John F. Kennedy,Claim,125.88,134.56,clip_8
9,22113,"If we do well here, if we meet our obligations, if we're moving ahead, then I think freedom will be secure around the world.",1,1_1960,9,9,2183,2308,,"{""O"": 29}",O,"If we do well here, if we meet our obligations, if we're moving ahead, then I think freedom will be secure around the world.",KENNEDY,Candidate,TRAIN,26 Sep 1960,1960,John F. Kennedy,O,134.56,142.12,clip_9
10,22114,"If we fail, then freedom fails.",1,1_1960,10,10,2308,2340,,"{""O"": 8}",O,"If we fail, then freedom fails.",KENNEDY,Candidate,TRAIN,26 Sep 1960,1960,John F. Kennedy,O,142.12,145.12,clip_10
11,22115,"Therefore, I think the question before the American people is: Are we doing as much as we can do?",1,1_1960,11,11,2340,2438,,"{""O"": 3, ""Claim"": 19}",Claim,"Therefore, I think the question before the American people is: Are we doing as much as we can do?",KENNEDY,Candidate,TRAIN,26 Sep 1960,1960,John F. Kennedy,Claim,145.12,150.8,clip_11
12,22116,Are we as strong as we should be?,1,1_1960,12,12,2438,2472,,"{""O"": 9}",O,Are we as strong as we should be?,KENNEDY,Candidate,TRAIN,26 Sep 1960,1960,John F. Kennedy,O,150.8,153.0,clip_12
13,22117,"Are we as strong as we must be if we're going to maintain our independence, and if we're going to maintain and hold out the hand of friendship to those who look to us for assistance, to those who look to us for survival?",1,1_1960,13,13,2472,2693,,"{""O"": 49}",O,"Are we as strong as we must be if we're going to maintain our independence, and if we're going to maintain and hold out the hand of friendship to those who look to us for assistance, to those who look to us for survival?",KENNEDY,Candidate,TRAIN,26 Sep 1960,1960,John F. Kennedy,O,153.0,164.96,clip_13
14,22118,"I should make it very clear that I do not think we're doing enough, that I am not satisfied as an American with the progress that we're making.",1,1_1960,14,14,2693,2837,,"{""O"": 10, ""Claim"": 22}",Claim,"I should make it very clear that I do not think we're doing enough, that I am not satisfied as an American with the progress that we're making.",KENNEDY,Candidate,TRAIN,26 Sep 1960,1960,John F. Kennedy,Claim,164.96,172.48,clip_14
15,22119,"This is a great country, but I think it could be a greater country; and this is a powerful country, but I think it could be a more powerful country.",1,1_1960,15,15,2837,2986,,"{""O"": 17, ""Claim"": 17}",O,"This is a great country, but I think it could be a greater country; and this is a powerful country, but I think it could be a more powerful country.",KENNEDY,Candidate,TRAIN,26 Sep 1960,1960,John F. Kennedy,Mixed,172.48,181.16,clip_15
16,22120,I'm not satisfied to have fifty percent of our steel-mill capacity unused.,1,1_1960,16,16,2986,3061,,"{""O"": 1, ""Claim"": 13}",Claim,I'm not satisfied to have fifty percent of our steel-mill capacity unused.,KENNEDY,Candidate,TRAIN,26 Sep 1960,1960,John F. Kennedy,Claim,181.16,186.48,clip_16
17,22121,I'm not satisfied when the United States had last year the lowest rate of economic growth of any major industrialized society in the world.,1,1_1960,17,17,3061,3201,,"{""O"": 1, ""Claim"": 25}",Claim,I'm not satisfied when the United States had last year the lowest rate of economic growth of any major industrialized society in the world.,KENNEDY,Candidate,TRAIN,26 Sep 1960,1960,John F. Kennedy,Claim,186.48,195.84,clip_17
18,22122,Because economic growth means strength and vitality; it means we're able to sustain our defenses; it means we're able to meet our commitments abroad.,1,1_1960,18,18,3201,3351,,"{""O"": 1, ""Premise"": 28}",Premise,Because economic growth means strength and vitality; it means we're able to sustain our defenses; it means we're able to meet our commitments abroad.,KENNEDY,Candidate,TRAIN,26 Sep 1960,1960,John F. Kennedy,Premise,195.84,204.72,clip_18
19,22123,"I'm not satisfied when we have over nine billion dollars worth of food - some of it rotting - even though there is a hungry world, and even though four million Americans wait every month for a food package from the government, which averages five cents a day per individual.",1,1_1960,19,19,3351,3626,,"{""O"": 12, ""Claim"": 13, ""Premise"": 29}",Premise,"I'm not satisfied when we have over nine billion dollars worth of food - some of it rotting - even though there is a hungry world, and even though four million Americans wait every month for a food package from the government, which averages five cents a day per individual.",KENNEDY,Candidate,TRAIN,26 Sep 1960,1960,John F. Kennedy,Mixed,204.72,222.28,clip_19
20,22124,"I saw cases in West Virginia, here in the United States, where children took home part of their school lunch in order to feed their families because I don't think we're meeting our obligations toward these Americans.",1,1_1960,20,20,3626,3843,,"{""O"": 3, ""Premise"": 27, ""Claim"": 12}",Premise,"I saw cases in West Virginia, here in the United States, where children took home part of their school lunch in order to feed their families because I don't think we're meeting our obligations toward these Americans.",KENNEDY,Candidate,TRAIN,26 Sep 1960,1960,John F. Kennedy,Mixed,222.28,235.4,clip_20
21,22125,I'm not satisfied when the Soviet Union is turning out twice as many scientists and engineers as we are.,1,1_1960,21,21,3843,3948,,"{""O"": 1, ""Claim"": 20}",Claim,I'm not satisfied when the Soviet Union is turning out twice as many scientists and engineers as we are.,KENNEDY,Candidate,TRAIN,26 Sep 1960,1960,John F. Kennedy,Claim,235.4,241.96,clip_21
22,22126,"I'm not satisfied when many of our teachers are inadequately paid, or when our children go to school part-time shifts.",1,1_1960,22,22,3948,4067,,"{""O"": 1, ""Claim"": 22}",Claim,"I'm not satisfied when many of our teachers are inadequately paid, or when our children go to school part-time shifts.",KENNEDY,Candidate,TRAIN,26 Sep 1960,1960,John F. Kennedy,Claim,241.96,249.68,clip_22
23,22127,I think we should have an educational system second to none.,1,1_1960,23,23,4067,4128,,"{""O"": 1, ""Claim"": 11}",Claim,I think we should have an educational system second to none.,KENNEDY,Candidate,TRAIN,26 Sep 1960,1960,John F. Kennedy,Claim,249.68,254.16,clip_23
24,22128,I'm not satisfied when I see men like Jimmy Hoffa - in charge of the largest union in the United States - still free.,1,1_1960,24,24,4128,4246,,"{""O"": 13, ""Claim"": 13}",O,I'm not satisfied when I see men like Jimmy Hoffa - in charge of the largest union in the United States - still free.,KENNEDY,Candidate,TRAIN,26 Sep 1960,1960,John F. Kennedy,Mixed,254.16,262.8,clip_24
25,22129,I'm not satisfied when we are failing to develop the natural resources of the United States to the fullest.,1,1_1960,25,25,4246,4354,,"{""O"": 1, ""Claim"": 20}",Claim,I'm not satisfied when we are failing to develop the natural resources of the United States to the fullest.,KENNEDY,Candidate,TRAIN,26 Sep 1960,1960,John F. Kennedy,Claim,262.8,269.16,clip_25
26,22130,"Here in the United States, which developed the Tennessee Valley and which built the Grand Coulee and the other dams in the Northwest United States at the present rate of hydropower production - and that is the hallmark of an industrialized society - the Soviet Union by 1975 will be producing more power than we are.",1,1_1960,26,26,4354,4671,,"{""O"": 44, ""Premise"": 14}",O,"Here in the United States, which developed the Tennessee Valley and which built the Grand Coulee and the other dams in the Northwest United States at the present rate of hydropower production - and that is the hallmark of an industrialized society - the Soviet Union by 1975 will be producing more power than we are.",KENNEDY,Candidate,TRAIN,26 Sep 1960,1960,John F. Kennedy,Mixed,269.16,288.36,clip_26
27,22131,"These are all the things, I think, in this country that can make our society strong, or can mean that it stands still.",1,1_1960,27,27,4671,4790,,"{""O"": 27}",O,"These are all the things, I think, in this country that can make our society strong, or can mean that it stands still.",KENNEDY,Candidate,TRAIN,26 Sep 1960,1960,John F. Kennedy,O,288.36,295.4,clip_27
28,22132,I'm not satisfied until every American enjoys his full constitutional rights.,1,1_1960,28,28,4790,4868,,"{""O"": 1, ""Claim"": 12}",Claim,I'm not satisfied until every American enjoys his full constitutional rights.,KENNEDY,Candidate,TRAIN,26 Sep 1960,1960,John F. Kennedy,Claim,295.4,300.44,clip_28
29,22133,If a Negro baby is born - and this is true also of Puerto Ricans and Mexicans in some of our cities - he has about one-half as much chance to get through high school as a white baby.,1,1_1960,29,29,4868,5051,,"{""Premise"": 23, ""O"": 17}",Premise,If a Negro baby is born - and this is true also of Puerto Ricans and Mexicans in some of our cities - he has about one-half as much chance to get through high school as a white baby.,KENNEDY,Candidate,TRAIN,26 Sep 1960,1960,John F. Kennedy,Premise,300.44,311.4,clip_29
30,22134,He has one-third as much chance to get through college as a white student.,1,1_1960,30,30,5051,5126,,"{""Premise"": 15}",Premise,He has one-third as much chance to get through college as a white student.,KENNEDY,Candidate,TRAIN,26 Sep 1960,1960,John F. Kennedy,Premise,311.4,316.16,clip_30
31,22135,"He has about a third as much chance to be a professional man, about half as much chance to own a house.",1,1_1960,31,31,5126,5230,,"{""Premise"": 24}",Premise,"He has about a third as much chance to be a professional man, about half as much chance to own a house.",KENNEDY,Candidate,TRAIN,26 Sep 1960,1960,John F. Kennedy,Premise,316.16,322.4,clip_31
32,22136,He has about uh - four times as much chance that he'll be out of work in his life as the white baby.,1,1_1960,32,32,5230,5331,,"{""Premise"": 25}",Premise,He has about uh - four times as much chance that he'll be out of work in his life as the white baby.,KENNEDY,Candidate,TRAIN,26 Sep 1960,1960,John F. Kennedy,Premise,322.4,327.48,clip_32
33,22137,I think we can do better.,1,1_1960,33,33,5331,5357,,"{""O"": 1, ""Claim"": 6}",Claim,I think we can do better.,KENNEDY,Candidate,TRAIN,26 Sep 1960,1960,John F. Kennedy,Claim,327.48,329.24,clip_33
34,22138,I don't want the talents of any American to go to waste.,1,1_1960,34,34,5357,5414,,"{""O"": 1, ""Claim"": 13}",Claim,I don't want the talents of any American to go to waste.,KENNEDY,Candidate,TRAIN,26 Sep 1960,1960,John F. Kennedy,Claim,329.24,333.2,clip_34
