,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Text,Part,Document,Order,Sentence,Start,End,Annotator,Tag,Component,Speech,Speaker,SpeakerType,Set,Date,Year,Name,MainTag,NewBegin,NewEnd,idClip
0,0,0,26010,CLINTON: Tell me how it's affected you again.,25,21_1992,0,0,3930,3976,,"{""O"": 11}",O, Tell me how it's affected you again.,CLINTON,Candidate,TEST,15 Oct 1992,1992,William(Bill) J. Clinton,O,215.28,216.96,clip_0
1,1,1,26011,CLINTON: You know people who've lost their jobs and lost their homes?,27,21_1992,0,0,4003,4073,,"{""O"": 15}",O, You know people who've lost their jobs and lost their homes?,CLINTON,Candidate,TEST,15 Oct 1992,1992,William(Bill) J. Clinton,O,218.24,221.84,clip_1
2,2,2,26012,"CLINTON: Well, I've been governor of a small state for 12 years.",29,21_1992,0,0,4114,4179,,"{""O"": 5, ""Premise"": 11}",Premise," Well, I've been governor of a small state for 12 years.",CLINTON,Candidate,TEST,15 Oct 1992,1992,William(Bill) J. Clinton,Premise,222.72,225.44,clip_2
3,3,3,26013,I'll tell you how it's affected me.,29,21_1992,1,1,4179,4215,,"{""O"": 10}",O,I'll tell you how it's affected me.,CLINTON,Candidate,TEST,15 Oct 1992,1992,William(Bill) J. Clinton,O,225.44,227.56,clip_3
4,4,4,26014,Every year Congress and the president sign laws that make us do more things and gives us less money to do it with.,29,21_1992,2,2,4215,4330,,"{""Premise"": 23, ""O"": 1}",Premise,Every year Congress and the president sign laws that make us do more things and gives us less money to do it with.,CLINTON,Candidate,TEST,15 Oct 1992,1992,William(Bill) J. Clinton,Premise,227.56,235.12,clip_4
5,5,5,26015,"I see people in my state, middle class people -- their taxes have gone up in Washington and their services have gone down while the wealthy have gotten tax cuts.",29,21_1992,3,3,4330,4492,,"{""Premise"": 31, ""O"": 1}",Premise,"I see people in my state, middle class people -- their taxes have gone up in Washington and their services have gone down while the wealthy have gotten tax cuts.",CLINTON,Candidate,TEST,15 Oct 1992,1992,William(Bill) J. Clinton,Premise,235.12,244.64,clip_5
6,6,6,26016,"I have seen what's happened in this last 4 years when -- in my state, when people lose their jobs there's a good chance I'll know them by their names.",29,21_1992,4,4,4492,4643,,"{""Premise"": 34, ""O"": 1}",Premise,"I have seen what's happened in this last 4 years when -- in my state, when people lose their jobs there's a good chance I'll know them by their names.",CLINTON,Candidate,TEST,15 Oct 1992,1992,William(Bill) J. Clinton,Premise,244.64,252.72,clip_6
7,7,7,26017,"When a factory closes, I know the people who ran it.",29,21_1992,5,5,4643,4696,,"{""Premise"": 12, ""O"": 1}",Premise,"When a factory closes, I know the people who ran it.",CLINTON,Candidate,TEST,15 Oct 1992,1992,William(Bill) J. Clinton,Premise,252.72,255.32,clip_7
8,8,8,26018,"When the businesses go bankrupt, I know them.",29,21_1992,6,6,4696,4742,,"{""Premise"": 9, ""O"": 1}",Premise,"When the businesses go bankrupt, I know them.",CLINTON,Candidate,TEST,15 Oct 1992,1992,William(Bill) J. Clinton,Premise,255.32,257.32,clip_8
9,9,9,26019,"And I've been out here for 13 months meeting in meetings just like this ever since October, with people like you all over America, people that have lost their jobs, lost their livelihood, lost their health insurance.",29,21_1992,7,7,4743,4960,,"{""O"": 2, ""Premise"": 41}",Premise,"And I've been out here for 13 months meeting in meetings just like this ever since October, with people like you all over America, people that have lost their jobs, lost their livelihood, lost their health insurance.",CLINTON,Candidate,TEST,15 Oct 1992,1992,William(Bill) J. Clinton,Premise,257.32,269.44,clip_9
10,10,10,26020,What I want you to understand is the national debt is not the only cause of that.,29,21_1992,8,8,4961,5043,,"{""O"": 8, ""Claim"": 10}",Claim,What I want you to understand is the national debt is not the only cause of that.,CLINTON,Candidate,TEST,15 Oct 1992,1992,William(Bill) J. Clinton,Claim,269.44,274.52,clip_10
11,11,11,26021,It is because America has not invested in its people.,29,21_1992,9,9,5043,5097,,"{""O"": 4, ""Premise"": 7}",Premise,It is because America has not invested in its people.,CLINTON,Candidate,TEST,15 Oct 1992,1992,William(Bill) J. Clinton,Premise,274.52,277.6,clip_11
12,12,12,26022,It is because we have not grown.,29,21_1992,10,10,5097,5130,,"{""O"": 4, ""Premise"": 4}",O,It is because we have not grown.,CLINTON,Candidate,TEST,15 Oct 1992,1992,William(Bill) J. Clinton,Mixed,277.6,279.52,clip_12
13,13,13,26023,It is because we've had 12 years of trickle down economics.,29,21_1992,11,11,5130,5190,,"{""O"": 4, ""Premise"": 9}",Premise,It is because we've had 12 years of trickle down economics.,CLINTON,Candidate,TEST,15 Oct 1992,1992,William(Bill) J. Clinton,Premise,279.52,282.44,clip_13
14,14,14,26024,We've gone from first to twelfth in the world in wages.,29,21_1992,12,12,5190,5246,,"{""Premise"": 12, ""O"": 1}",Premise,We've gone from first to twelfth in the world in wages.,CLINTON,Candidate,TEST,15 Oct 1992,1992,William(Bill) J. Clinton,Premise,282.44,285.64,clip_14
15,15,15,26025,We've had 4 years where we've produced no private sector jobs.,29,21_1992,13,13,5246,5309,,"{""Premise"": 13, ""O"": 1}",Premise,We've had 4 years where we've produced no private sector jobs.,CLINTON,Candidate,TEST,15 Oct 1992,1992,William(Bill) J. Clinton,Premise,285.64,288.72,clip_15
16,16,16,26026,Most people are working harder for less money than they were making ten years ago.,29,21_1992,14,14,5309,5392,,"{""Premise"": 15, ""O"": 1}",Premise,Most people are working harder for less money than they were making ten years ago.,CLINTON,Candidate,TEST,15 Oct 1992,1992,William(Bill) J. Clinton,Premise,288.72,292.44,clip_16
17,17,17,26027,It is because we are in the grip of a failed economic theory.,29,21_1992,15,15,5393,5455,,"{""O"": 4, ""Premise"": 10}",Premise,It is because we are in the grip of a failed economic theory.,CLINTON,Candidate,TEST,15 Oct 1992,1992,William(Bill) J. Clinton,Premise,292.44,295.92,clip_17
18,18,18,26028,"And this decision you're about to make better be about what kind of economic theory you want, not just people saying I'm going to go fix it but what are we going to do?",29,21_1992,16,16,5455,5624,,"{""O"": 9, ""Claim"": 29}",Claim,"And this decision you're about to make better be about what kind of economic theory you want, not just people saying I'm going to go fix it but what are we going to do?",CLINTON,Candidate,TEST,15 Oct 1992,1992,William(Bill) J. Clinton,Claim,295.92,305.04,clip_18
