,Unnamed: 0,Unnamed: 0.1,Text,Part,Document,Order,Sentence,Start,End,Annotator,Tag,Component,Speech,Speaker,SpeakerType,Set,Date,Year,Name,MainTag,NewBegin,NewEnd,idClip
0,0,20283,"LIEBERMAN: Before I answer that very important question, let me first thank you for moderating the debate.",1,26_2000,0,0,1404,1511,,"{""O"": 20}",O," Before I answer that very important question, let me first thank you for moderating the debate.",LIEBERMAN,Candidate,TRAIN,05 Oct 2000,2000,Joseph I. Lieberman,O,111.52,118.08,clip_0
1,1,20284,"Let me thank the wonderful people here at Centre College and throughout Kentucky for being such gracious hosts, and let me give a special thank you to the people of Connecticut without whose support over these last 30 years I would never have had the opportunity Al Gore has given me this year.",1,26_2000,1,1,1511,1806,,"{""O"": 55}",O,"Let me thank the wonderful people here at Centre College and throughout Kentucky for being such gracious hosts, and let me give a special thank you to the people of Connecticut without whose support over these last 30 years I would never have had the opportunity Al Gore has given me this year.",LIEBERMAN,Candidate,TRAIN,05 Oct 2000,2000,Joseph I. Lieberman,O,118.08,136.2,clip_1
2,2,20285,And finally let me thank my family that is here with me.,1,26_2000,2,2,1806,1863,,"{""O"": 13}",O,And finally let me thank my family that is here with me.,LIEBERMAN,Candidate,TRAIN,05 Oct 2000,2000,Joseph I. Lieberman,O,136.2,139.96,clip_2
3,3,20286,"My wife, Hadassah, our children, our siblings and my mom.",1,26_2000,3,3,1863,1921,,"{""O"": 14}",O,"My wife, Hadassah, our children, our siblings and my mom.",LIEBERMAN,Candidate,TRAIN,05 Oct 2000,2000,Joseph I. Lieberman,O,139.96,145.0,clip_3
4,4,20287,My 85-year-old mom gave me some good advice about the debate earlier today.,1,26_2000,4,4,1921,1997,,"{""O"": 14}",O,My 85-year-old mom gave me some good advice about the debate earlier today.,LIEBERMAN,Candidate,TRAIN,05 Oct 2000,2000,Joseph I. Lieberman,O,145.0,151.24,clip_4
5,5,20288,"She said, sweetheart -- as she's prone to call me -- remember, be positive and know that I will love you no matter what you're opponent says about you.",1,26_2000,5,5,1997,2149,,"{""O"": 34}",O,"She said, sweetheart -- as she's prone to call me -- remember, be positive and know that I will love you no matter what you're opponent says about you.",LIEBERMAN,Candidate,TRAIN,05 Oct 2000,2000,Joseph I. Lieberman,O,151.24,164.64,clip_5
6,6,20289,"Well, Mom, as always, that was both reassuring and wise.",1,26_2000,6,6,2149,2206,,"{""O"": 14}",O,"Well, Mom, as always, that was both reassuring and wise.",LIEBERMAN,Candidate,TRAIN,05 Oct 2000,2000,Joseph I. Lieberman,O,164.64,170.28,clip_6
7,7,20290,I am going to be positive tonight.,1,26_2000,7,7,2206,2241,,"{""O"": 8}",O,I am going to be positive tonight.,LIEBERMAN,Candidate,TRAIN,05 Oct 2000,2000,Joseph I. Lieberman,O,170.28,172.72,clip_7
8,8,20291,I'm not going to indulge in negative personal attacks.,1,26_2000,8,8,2241,2296,,"{""O"": 11}",O,I'm not going to indulge in negative personal attacks.,LIEBERMAN,Candidate,TRAIN,05 Oct 2000,2000,Joseph I. Lieberman,O,172.72,175.84,clip_8
9,9,20292,"I'm going to talk about the issues that matter to the people of this country; education, health care, retirement security and moral values.",1,26_2000,9,9,2296,2436,,"{""O"": 28}",O,"I'm going to talk about the issues that matter to the people of this country; education, health care, retirement security and moral values.",LIEBERMAN,Candidate,TRAIN,05 Oct 2000,2000,Joseph I. Lieberman,O,175.84,184.28,clip_9
10,10,20293,"I'm going to describe the plan that Al Gore and I have for keeping America's prosperity going and making sure that it benefits more of America's families, particularly the hard-working middle class families who have not yet fully benefitted from the good times we've had.",1,26_2000,10,10,2436,2708,,"{""O"": 51}",O,"I'm going to describe the plan that Al Gore and I have for keeping America's prosperity going and making sure that it benefits more of America's families, particularly the hard-working middle class families who have not yet fully benefitted from the good times we've had.",LIEBERMAN,Candidate,TRAIN,05 Oct 2000,2000,Joseph I. Lieberman,O,184.28,202.56,clip_10
11,11,20294,"And Bernie, I'm going to explain tonight how we're going to do all this and remain fiscally responsible.",1,26_2000,11,11,2708,2813,,"{""O"": 22}",O,"And Bernie, I'm going to explain tonight how we're going to do all this and remain fiscally responsible.",LIEBERMAN,Candidate,TRAIN,05 Oct 2000,2000,Joseph I. Lieberman,O,202.56,210.04,clip_11
12,12,20295,Let me get to your question.,1,26_2000,12,12,2813,2842,,"{""O"": 7}",O,Let me get to your question.,LIEBERMAN,Candidate,TRAIN,05 Oct 2000,2000,Joseph I. Lieberman,O,210.04,211.48,clip_12
13,13,20296,"LIEBERMAN: We're not spending any more than is projected by the experts, unlike our opponents.",3,26_2000,0,0,2878,2973,,"{""O"": 3, ""Claim"": 16}",Claim," We're not spending any more than is projected by the experts, unlike our opponents.",LIEBERMAN,Candidate,TRAIN,05 Oct 2000,2000,Joseph I. Lieberman,Claim,213.04,220.24,clip_13
14,14,20297,We're setting aside $300 billion in a reserve fund in case the projections the nonpartisan experts make aren't quite right.,3,26_2000,1,1,2973,3097,,"{""Claim"": 23, ""O"": 1}",Claim,We're setting aside $300 billion in a reserve fund in case the projections the nonpartisan experts make aren't quite right.,LIEBERMAN,Candidate,TRAIN,05 Oct 2000,2000,Joseph I. Lieberman,Claim,220.24,230.44,clip_14
15,15,20298,"We understand that balancing the budget, keeping America out of debt is a way to keep interest rates down and the economy growing.",3,26_2000,2,2,3097,3228,,"{""Claim"": 24, ""O"": 1}",Claim,"We understand that balancing the budget, keeping America out of debt is a way to keep interest rates down and the economy growing.",LIEBERMAN,Candidate,TRAIN,05 Oct 2000,2000,Joseph I. Lieberman,Claim,230.44,238.32,clip_15
16,16,20299,"CHENEY: I want to thank the people here in Centre College in Danville, Kentucky, for sponsoring this and making it possible.",5,26_2000,0,0,3254,3379,,"{""O"": 25}",O," I want to thank the people here in Centre College in Danville, Kentucky, for sponsoring this and making it possible.",CHENEY,Candidate,TRAIN,05 Oct 2000,2000,Richard(Dick) B. Cheney,O,240.08,248.76,clip_16
17,17,20300,"And I'm delighted to be here tonight with you, Joe.",5,26_2000,1,1,3379,3431,,"{""O"": 13}",O,"And I'm delighted to be here tonight with you, Joe.",CHENEY,Candidate,TRAIN,05 Oct 2000,2000,Richard(Dick) B. Cheney,O,248.76,251.4,clip_17
18,18,20301,I too want to avoid any personal attacks.,5,26_2000,2,2,3431,3473,,"{""O"": 9}",O,I too want to avoid any personal attacks.,CHENEY,Candidate,TRAIN,05 Oct 2000,2000,Richard(Dick) B. Cheney,O,251.4,254.4,clip_18
19,19,20302,I promise not to bring up your singing.,5,26_2000,3,3,3473,3513,,"{""O"": 9}",O,I promise not to bring up your singing.,CHENEY,Candidate,TRAIN,05 Oct 2000,2000,Richard(Dick) B. Cheney,O,254.4,256.16,clip_19
21,21,20304,LIEBERMAN: I promise not to sing.,6,26_2000,0,0,3525,3559,,"{""O"": 8}",O, I promise not to sing.,LIEBERMAN,Candidate,TRAIN,05 Oct 2000,2000,Joseph I. Lieberman,O,257.84,259.6,clip_21
22,22,20305,CHENEY: Good.,7,26_2000,0,0,3560,3574,,"{""O"": 4}",O, Good.,CHENEY,Candidate,TRAIN,05 Oct 2000,2000,Richard(Dick) B. Cheney,O,259.6,259.64,clip_22
23,23,20306,I think this is an extraordinarily important decision we'll make on November 7th.,7,26_2000,1,1,3574,3656,,"{""Claim"": 14, ""O"": 1}",Claim,I think this is an extraordinarily important decision we'll make on November 7th.,CHENEY,Candidate,TRAIN,05 Oct 2000,2000,Richard(Dick) B. Cheney,Claim,259.64,268.12,clip_23
24,24,20307,"We're really going to choose between what I consider to be an old way of governing ourselves of high levels of spending, high taxes, ever more intrusive bureaucracy or a new course, a new era, if you will.",7,26_2000,2,2,3656,3862,,"{""Premise"": 43, ""O"": 1}",Premise,"We're really going to choose between what I consider to be an old way of governing ourselves of high levels of spending, high taxes, ever more intrusive bureaucracy or a new course, a new era, if you will.",CHENEY,Candidate,TRAIN,05 Oct 2000,2000,Richard(Dick) B. Cheney,Premise,268.12,282.56,clip_24
25,25,20308,And Governor Bush and I want to offer that new course of action.,7,26_2000,3,3,3862,3927,,"{""O"": 2, ""Claim"": 12}",Claim,And Governor Bush and I want to offer that new course of action.,CHENEY,Candidate,TRAIN,05 Oct 2000,2000,Richard(Dick) B. Cheney,Claim,282.56,286.68,clip_25
26,26,20309,"With respect to the surplus, Bernie, we have to make some kind of forecast.",7,26_2000,4,4,3927,4003,,"{""O"": 17}",O,"With respect to the surplus, Bernie, we have to make some kind of forecast.",CHENEY,Candidate,TRAIN,05 Oct 2000,2000,Richard(Dick) B. Cheney,O,286.68,291.08,clip_26
27,27,20310,We can't make 12-month decisions in this business.,7,26_2000,5,5,4003,4054,,"{""Premise"": 9, ""O"": 1}",Premise,We can't make 12-month decisions in this business.,CHENEY,Candidate,TRAIN,05 Oct 2000,2000,Richard(Dick) B. Cheney,Premise,291.08,293.84,clip_27
28,28,20311,We're talking about the kinds of fundamental changes in programs and government that are going to affect people's lives for the next 25 or 30 years.,7,26_2000,6,6,4054,4203,,"{""Premise"": 28, ""O"": 1}",Premise,We're talking about the kinds of fundamental changes in programs and government that are going to affect people's lives for the next 25 or 30 years.,CHENEY,Candidate,TRAIN,05 Oct 2000,2000,Richard(Dick) B. Cheney,Premise,293.84,304.08,clip_28
29,29,20312,"And while it may be a little risky in some respects from an economic standpoint to try to forecast surpluses, I think we have to make some planning assumption to proceed.",7,26_2000,7,7,4203,4374,,"{""O"": 4, ""Claim"": 29}",Claim,"And while it may be a little risky in some respects from an economic standpoint to try to forecast surpluses, I think we have to make some planning assumption to proceed.",CHENEY,Candidate,TRAIN,05 Oct 2000,2000,Richard(Dick) B. Cheney,Claim,304.08,314.64,clip_29
30,30,20313,We care a great deal about the issues at stake here.,7,26_2000,8,8,4374,4427,,"{""O"": 12}",O,We care a great deal about the issues at stake here.,CHENEY,Candidate,TRAIN,05 Oct 2000,2000,Richard(Dick) B. Cheney,O,314.64,317.12,clip_30
