,Unnamed: 0,Text,Part,Document,Order,Sentence,Start,End,Annotator,Tag,Component,Speech,Speaker,SpeakerType,Set,Date,Year,Name,MainTag,NewBegin,NewEnd,idClip
0,4048,"CARTER: Well I think this Republican administration has been almost all style, and spectacular, and not substance.",2,6_1976,0,0,2519,2634,,"{""O"": 4, ""Claim"": 17}",Claim," Well I think this Republican administration has been almost all style, and spectacular, and not substance.",CARTER,Candidate,VALIDATION,06 Oct 1976,1976,Jimmy E. Carter,Claim,161.2,169.28,clip_0
1,4049,"We've uh - got a chance tonight to talk about, first of all, leadership, the character of our country, and a vision of the future.",2,6_1976,1,1,2634,2765,,"{""O"": 31}",O,"We've uh - got a chance tonight to talk about, first of all, leadership, the character of our country, and a vision of the future.",CARTER,Candidate,VALIDATION,06 Oct 1976,1976,Jimmy E. Carter,O,169.28,179.72,clip_1
2,4050,"In every one of these instances, the Ford administration has failed, and I hope tonight that I and Mr. Ford will have a chance to discuss the reasons for those failures.",2,6_1976,2,2,2765,2935,,"{""O"": 29, ""Premise"": 5}",O,"In every one of these instances, the Ford administration has failed, and I hope tonight that I and Mr. Ford will have a chance to discuss the reasons for those failures.",CARTER,Candidate,VALIDATION,06 Oct 1976,1976,Jimmy E. Carter,Mixed,179.72,189.84,clip_2
3,4051,Our country is not strong anymore; we're not respected anymore.,2,6_1976,3,3,2935,2999,,"{""Premise"": 11, ""O"": 2}",Premise,Our country is not strong anymore; we're not respected anymore.,CARTER,Candidate,VALIDATION,06 Oct 1976,1976,Jimmy E. Carter,Premise,189.84,193.72,clip_3
4,4052,We can only be strong overseas if we're strong at home; and when I became president we'll not only be strong in those areas but also in defense - a defense capability second to none.,2,6_1976,4,4,2999,3182,,"{""Premise"": 12, ""O"": 3, ""Claim"": 24}",Claim,We can only be strong overseas if we're strong at home; and when I became president we'll not only be strong in those areas but also in defense - a defense capability second to none.,CARTER,Candidate,VALIDATION,06 Oct 1976,1976,Jimmy E. Carter,Mixed,193.72,206.0,clip_4
5,4053,"We've lost in our foreign policy, the character of the American people.",2,6_1976,5,5,3182,3254,,"{""Premise"": 7, ""O"": 8}",O,"We've lost in our foreign policy, the character of the American people.",CARTER,Candidate,VALIDATION,06 Oct 1976,1976,Jimmy E. Carter,Mixed,206.0,211.2,clip_5
6,4054,We've uh - ignored or excluded the American people and the Congress from participation in the shaping of our foreign policy.,2,6_1976,6,6,3254,3379,,"{""Premise"": 20, ""O"": 3}",Premise,We've uh - ignored or excluded the American people and the Congress from participation in the shaping of our foreign policy.,CARTER,Candidate,VALIDATION,06 Oct 1976,1976,Jimmy E. Carter,Premise,211.2,218.08,clip_6
7,4055,It's been one of secrecy and exclusion.,2,6_1976,7,7,3379,3419,,"{""O"": 9}",O,It's been one of secrecy and exclusion.,CARTER,Candidate,VALIDATION,06 Oct 1976,1976,Jimmy E. Carter,O,218.08,220.88,clip_7
8,4056,"In addition to that we've had a chance to became now, contrary to our long-standing beliefs and principles, the arms merchant of the whole world.",2,6_1976,8,8,3419,3565,,"{""O"": 5, ""Premise"": 24}",Premise,"In addition to that we've had a chance to became now, contrary to our long-standing beliefs and principles, the arms merchant of the whole world.",CARTER,Candidate,VALIDATION,06 Oct 1976,1976,Jimmy E. Carter,Premise,220.88,232.88,clip_8
9,4057,"We've tried to buy success from our enemies, and at the same time we've excluded from the process the normal friendship of our allies.",2,6_1976,9,9,3565,3700,,"{""Premise"": 21, ""O"": 7}",Premise,"We've tried to buy success from our enemies, and at the same time we've excluded from the process the normal friendship of our allies.",CARTER,Candidate,VALIDATION,06 Oct 1976,1976,Jimmy E. Carter,Premise,232.88,241.72,clip_9
