,Unnamed: 0,Unnamed: 0.1,Text,Part,Document,Order,Sentence,Start,End,Annotator,Tag,Component,Speech,Speaker,SpeakerType,Set,Date,Year,Name,MainTag,NewBegin,NewEnd,idClip
0,0,8569,"NIXON: Well first of all, I don't agree with Senator Kennedy that Cuba is lost and certainly China was lost when this Administration came into power in 1953.",2,2_1960,0,0,2122,2280,,"{""O"": 8, ""Claim"": 24}",Claim," Well first of all, I don't agree with Senator Kennedy that Cuba is lost and certainly China was lost when this Administration came into power in 1953.",NIXON,Candidate,TRAIN,07 Oct 1960,1960,Richard M. Nixon,Claim,141.64,152.64,clip_0
1,1,8570,"As I look at Cuba today, I believe that we are following the right course, a course which is difficult but a course which under the circumstance is the only proper one which will see that the Cuban people get a chance to realize their aspirations of progress through freedom and that they get that with our cooperation with the other organi- of the states in the Organization of American States.",2,2_1960,1,1,2280,2676,,"{""O"": 4, ""Claim"": 70}",Claim,"As I look at Cuba today, I believe that we are following the right course, a course which is difficult but a course which under the circumstance is the only proper one which will see that the Cuban people get a chance to realize their aspirations of progress through freedom and that they get that with our cooperation with the other organi- of the states in the Organization of American States.",NIXON,Candidate,TRAIN,07 Oct 1960,1960,Richard M. Nixon,Claim,152.64,178.68,clip_1
2,2,8571,Now Senator Kennedy has made some very strong criticisms of my part - or alleged part - in what has happened in Cuba.,2,2_1960,2,2,2676,2794,,"{""O"": 24}",O,Now Senator Kennedy has made some very strong criticisms of my part - or alleged part - in what has happened in Cuba.,NIXON,Candidate,TRAIN,07 Oct 1960,1960,Richard M. Nixon,O,178.68,186.72,clip_2
3,3,8572,He points to the fact that I visited Cuba while Mr. Batista was in power there.,2,2_1960,3,3,2794,2874,,"{""O"": 17}",O,He points to the fact that I visited Cuba while Mr. Batista was in power there.,NIXON,Candidate,TRAIN,07 Oct 1960,1960,Richard M. Nixon,O,186.72,192.0,clip_3
4,4,8573,"I can only point out that if we are going to judge the Administrations in terms of our attitude toward dictators, we're glad to have a comparison with the previous administration.",2,2_1960,4,4,2874,3054,,"{""O"": 34}",O,"I can only point out that if we are going to judge the Administrations in terms of our attitude toward dictators, we're glad to have a comparison with the previous administration.",NIXON,Candidate,TRAIN,07 Oct 1960,1960,Richard M. Nixon,O,192.0,202.8,clip_4
5,5,8574,"There were eleven dictators in South America and in Central America when we came in, in 1953.",2,2_1960,5,5,3054,3148,,"{""Premise"": 18, ""O"": 1}",Premise,"There were eleven dictators in South America and in Central America when we came in, in 1953.",NIXON,Candidate,TRAIN,07 Oct 1960,1960,Richard M. Nixon,Premise,202.8,209.16,clip_5
6,6,8575,Today there are only three left including the one in Cuba.,2,2_1960,6,6,3148,3207,,"{""Premise"": 11, ""O"": 1}",Premise,Today there are only three left including the one in Cuba.,NIXON,Candidate,TRAIN,07 Oct 1960,1960,Richard M. Nixon,Premise,209.16,214.12,clip_6
7,7,8576,We think that's pretty good progress.,2,2_1960,7,7,3207,3245,,"{""Claim"": 7, ""O"": 1}",Claim,We think that's pretty good progress.,NIXON,Candidate,TRAIN,07 Oct 1960,1960,Richard M. Nixon,Claim,214.12,216.32,clip_7
8,8,8577,Senator Kennedy also indicated with regard to Cuba that he thought that I had made a mistake when I was in Cuba in not calling for free elections in that country.,2,2_1960,8,8,3245,3408,,"{""Premise"": 31, ""O"": 1}",Premise,Senator Kennedy also indicated with regard to Cuba that he thought that I had made a mistake when I was in Cuba in not calling for free elections in that country.,NIXON,Candidate,TRAIN,07 Oct 1960,1960,Richard M. Nixon,Premise,216.32,225.76,clip_8
9,9,8578,"Now I'm very surprised that Senator Kennedy, who is on the Foreign Relations Committee, would have made such a statement as this kind.",2,2_1960,9,9,3408,3543,,"{""Claim"": 26, ""O"": 1}",Claim,"Now I'm very surprised that Senator Kennedy, who is on the Foreign Relations Committee, would have made such a statement as this kind.",NIXON,Candidate,TRAIN,07 Oct 1960,1960,Richard M. Nixon,Claim,225.76,234.08,clip_9
