,Unnamed: 0,Text,Part,Document,Order,Sentence,Start,End,Annotator,Tag,Component,Speech,Speaker,SpeakerType,Set,Date,Year,Name,MainTag,NewBegin,NewEnd,idClip
0,26147,"DUKAKIS: No, I don't, Bernard.",2,15_1988,0,0,968,999,,"{""O"": 5, ""Claim"": 5}",O," No, I don't, Bernard.",DUKAKIS,Candidate,TEST,13 Oct 1988,1988,Michael S. Dukakis,Mixed,99.28,103.4,clip_0
1,26148,And I think you know that I've opposed the death penalty during all of my life.,2,15_1988,1,1,999,1079,,"{""O"": 7, ""Premise"": 11}",Premise,And I think you know that I've opposed the death penalty during all of my life.,DUKAKIS,Candidate,TEST,13 Oct 1988,1988,Michael S. Dukakis,Premise,103.4,108.64,clip_1
2,26149,"I don't see any evidence that it's a deterrent, and I think there are better and more effective ways to deal with violent crime.",2,15_1988,2,2,1079,1208,,"{""Premise"": 11, ""O"": 3, ""Claim"": 14}",Claim,"I don't see any evidence that it's a deterrent, and I think there are better and more effective ways to deal with violent crime.",DUKAKIS,Candidate,TEST,13 Oct 1988,1988,Michael S. Dukakis,Mixed,108.64,114.88,clip_2
3,26150,We've done so in my own state.,2,15_1988,3,3,1208,1239,,"{""Premise"": 8, ""O"": 1}",Premise,We've done so in my own state.,DUKAKIS,Candidate,TEST,13 Oct 1988,1988,Michael S. Dukakis,Premise,114.88,116.72,clip_3
4,26151,And it's one of the reasons why we have had the biggest drop in crime of any industrial state in America; why we have the lowest murder rate of any industrial state in America.,2,15_1988,4,4,1239,1416,,"{""O"": 11, ""Premise"": 26}",Premise,And it's one of the reasons why we have had the biggest drop in crime of any industrial state in America; why we have the lowest murder rate of any industrial state in America.,DUKAKIS,Candidate,TEST,13 Oct 1988,1988,Michael S. Dukakis,Premise,116.72,126.6,clip_4
5,26152,But we have work to do in this nation.,2,15_1988,5,5,1416,1455,,"{""O"": 2, ""Claim"": 8}",Claim,But we have work to do in this nation.,DUKAKIS,Candidate,TEST,13 Oct 1988,1988,Michael S. Dukakis,Claim,126.6,129.44,clip_5
6,26153,"We have work to do to fight a real war, not a phony war, against drugs.",2,15_1988,6,6,1455,1527,,"{""Claim"": 18, ""O"": 1}",Claim,"We have work to do to fight a real war, not a phony war, against drugs.",DUKAKIS,Candidate,TEST,13 Oct 1988,1988,Michael S. Dukakis,Claim,129.44,132.48,clip_6
7,26154,"And that's something I want to lead, something we haven't had over the course of the past many years, even though the Vice President has been at least allegedly in charge of that war.",2,15_1988,7,7,1527,1711,,"{""O"": 13, ""Claim"": 13, ""Premise"": 13}",O,"And that's something I want to lead, something we haven't had over the course of the past many years, even though the Vice President has been at least allegedly in charge of that war.",DUKAKIS,Candidate,TEST,13 Oct 1988,1988,Michael S. Dukakis,Mixed,132.48,142.76,clip_7
8,26155,"We have much to do to step up that war, to double the number of drug enforcement agents, to fight both here and abroad, to work with our neighbors in this hemisphere.",2,15_1988,8,8,1711,1878,,"{""Premise"": 32, ""O"": 4}",Premise,"We have much to do to step up that war, to double the number of drug enforcement agents, to fight both here and abroad, to work with our neighbors in this hemisphere.",DUKAKIS,Candidate,TEST,13 Oct 1988,1988,Michael S. Dukakis,Premise,142.76,152.4,clip_8
9,26156,And I want to call a hemispheric summit just as soon after the 20th of January as possible to fight that war.,2,15_1988,9,9,1878,1988,,"{""O"": 2, ""Claim"": 21}",Claim,And I want to call a hemispheric summit just as soon after the 20th of January as possible to fight that war.,DUKAKIS,Candidate,TEST,13 Oct 1988,1988,Michael S. Dukakis,Claim,152.4,158.04,clip_9
10,26157,But we also have to deal with drug education prevention here at home.,2,15_1988,10,10,1988,2058,,"{""O"": 2, ""Claim"": 12}",Claim,But we also have to deal with drug education prevention here at home.,DUKAKIS,Candidate,TEST,13 Oct 1988,1988,Michael S. Dukakis,Claim,158.04,161.68,clip_10
11,26158,And that's one of the things that I hope I can lead personally as the President of the United States.,2,15_1988,11,11,2058,2160,,"{""O"": 22}",O,And that's one of the things that I hope I can lead personally as the President of the United States.,DUKAKIS,Candidate,TEST,13 Oct 1988,1988,Michael S. Dukakis,O,161.68,166.24,clip_11
12,26159,We've had great success in my own state.,2,15_1988,12,12,2160,2201,,"{""Premise"": 9, ""O"": 1}",Premise,We've had great success in my own state.,DUKAKIS,Candidate,TEST,13 Oct 1988,1988,Michael S. Dukakis,Premise,166.24,169.04,clip_12
13,26160,And we've reached out to young people and their families and been able to help them by beginning drug education and prevention in the early elementary grades.,2,15_1988,13,13,2201,2360,,"{""O"": 2, ""Premise"": 27}",Premise,And we've reached out to young people and their families and been able to help them by beginning drug education and prevention in the early elementary grades.,DUKAKIS,Candidate,TEST,13 Oct 1988,1988,Michael S. Dukakis,Premise,169.04,177.0,clip_13
14,26161,"So we can fight this war, and we can win this war.",2,15_1988,14,14,2360,2411,,"{""O"": 4, ""Claim"": 10}",Claim,"So we can fight this war, and we can win this war.",DUKAKIS,Candidate,TEST,13 Oct 1988,1988,Michael S. Dukakis,Claim,177.0,180.24,clip_14
15,26162,"And we can do so in a way that marshals our forces, that provides real support for state and local law enforcement officers who have not been getting that support, and do it in a way which will bring down violence in this nation, will help our youngsters to stay away from drugs, will stop this avalanche of drugs that's pouring into the country, and will make it possible for our kids and our families to grow up in safe and secure and decent neighborhoods.",2,15_1988,15,15,2411,2870,,"{""O"": 9, ""Claim"": 83}",Claim,"And we can do so in a way that marshals our forces, that provides real support for state and local law enforcement officers who have not been getting that support, and do it in a way which will bring down violence in this nation, will help our youngsters to stay away from drugs, will stop this avalanche of drugs that's pouring into the country, and will make it possible for our kids and our families to grow up in safe and secure and decent neighborhoods.",DUKAKIS,Candidate,TEST,13 Oct 1988,1988,Michael S. Dukakis,Claim,180.24,207.92,clip_15
16,26163,"BUSH: Well, a lot of what this campaign is about, it seems to me Bernie, goes to the question of values.",4,15_1988,0,0,2924,3029,,"{""O"": 26}",O," Well, a lot of what this campaign is about, it seems to me Bernie, goes to the question of values.",BUSH,Candidate,TEST,13 Oct 1988,1988,George H. W. Bush,O,210.88,216.36,clip_16
17,26164,"And here I do have, on this particular question, a big difference with my opponent.",4,15_1988,1,1,3029,3113,,"{""O"": 18}",O,"And here I do have, on this particular question, a big difference with my opponent.",BUSH,Candidate,TEST,13 Oct 1988,1988,George H. W. Bush,O,216.36,222.28,clip_17
18,26165,"You see, I do believe that some crimes are so heinous, so brutal, so outrageous, and I'd say particularly those that result in the death of a police officer, for those real brutal crimes, I do believe in the death penalty, and I think it is a deterrent, and I believe we need it.",4,15_1988,2,2,3113,3393,,"{""O"": 19, ""Premise"": 27, ""Claim"": 18}",Premise,"You see, I do believe that some crimes are so heinous, so brutal, so outrageous, and I'd say particularly those that result in the death of a police officer, for those real brutal crimes, I do believe in the death penalty, and I think it is a deterrent, and I believe we need it.",BUSH,Candidate,TEST,13 Oct 1988,1988,George H. W. Bush,Mixed,222.28,243.4,clip_18
19,26166,And I'm glad that the Congress moved on this drug bill and have finally called for that related to these narcotics drug kingpins.,4,15_1988,3,3,3393,3523,,"{""O"": 2, ""Premise"": 23}",Premise,And I'm glad that the Congress moved on this drug bill and have finally called for that related to these narcotics drug kingpins.,BUSH,Candidate,TEST,13 Oct 1988,1988,George H. W. Bush,Premise,243.4,253.6,clip_19
20,26167,And so we just have an honest difference of opinion: I support it and he doesn't.,4,15_1988,4,4,3523,3605,,"{""O"": 19}",O,And so we just have an honest difference of opinion: I support it and he doesn't.,BUSH,Candidate,TEST,13 Oct 1988,1988,George H. W. Bush,O,253.6,261.6,clip_20
21,26168,BUSH: Bernie.,6,15_1988,0,0,3949,3963,,"{""O"": 4}",O, Bernie.,BUSH,Candidate,TEST,13 Oct 1988,1988,George H. W. Bush,O,291.12,291.56,clip_21
22,26169,BUSH: I'd have confidence in him.,8,15_1988,0,0,4110,4144,,"{""O"": 3, ""Claim"": 6}",Claim, I'd have confidence in him.,BUSH,Candidate,TEST,13 Oct 1988,1988,George H. W. Bush,Claim,305.24,307.08,clip_22
23,26170,And I made a good selection.,8,15_1988,1,1,4144,4173,,"{""O"": 2, ""Claim"": 5}",Claim,And I made a good selection.,BUSH,Candidate,TEST,13 Oct 1988,1988,George H. W. Bush,Claim,307.08,308.76,clip_23
24,26171,"And I've never seen such a pounding, an unfair pounding, on a young Senator in my entire life.",8,15_1988,2,2,4173,4268,,"{""O"": 2, ""Premise"": 20}",Premise,"And I've never seen such a pounding, an unfair pounding, on a young Senator in my entire life.",BUSH,Candidate,TEST,13 Oct 1988,1988,George H. W. Bush,Premise,308.76,316.96,clip_24
25,26172,And I've never seen a presidential campaign where the presidential nominee runs against my vice presidential nominee; never seen one before.,8,15_1988,3,3,4268,4409,,"{""O"": 3, ""Premise"": 21}",Premise,And I've never seen a presidential campaign where the presidential nominee runs against my vice presidential nominee; never seen one before.,BUSH,Candidate,TEST,13 Oct 1988,1988,George H. W. Bush,Premise,316.96,325.08,clip_25
26,26173,(Applause),8,15_1988,4,4,4409,4420,,"{""O"": 3}",O,(Applause),BUSH,Candidate,TEST,13 Oct 1988,1988,George H. W. Bush,O,2303.24,2304.12,clip_26
27,26174,"BUSH: But you know, Lloyd Bentsen jumped on Dan Quayle, when Dan Quayle said, he's had roughly the same amount of experience.",9,15_1988,0,0,4421,4547,,"{""O"": 7, ""Premise"": 21}",Premise," But you know, Lloyd Bentsen jumped on Dan Quayle, when Dan Quayle said, he's had roughly the same amount of experience.",BUSH,Candidate,TEST,13 Oct 1988,1988,George H. W. Bush,Premise,330.36,338.52,clip_27
28,26175,He had two terms in the Congress.,9,15_1988,1,1,4547,4581,,"{""Premise"": 7, ""O"": 1}",Premise,He had two terms in the Congress.,BUSH,Candidate,TEST,13 Oct 1988,1988,George H. W. Bush,Premise,338.52,340.16,clip_28
29,26176,"He had two terms in the Senate, serving his second term.",9,15_1988,2,2,4581,4638,,"{""Premise"": 12, ""O"": 1}",Premise,"He had two terms in the Senate, serving his second term.",BUSH,Candidate,TEST,13 Oct 1988,1988,George H. W. Bush,Premise,340.16,344.44,clip_29
30,26177,"He founded authored, the job training partnership act.",9,15_1988,3,3,4638,4693,,"{""Premise"": 9, ""O"": 1}",Premise,"He founded authored, the job training partnership act.",BUSH,Candidate,TEST,13 Oct 1988,1988,George H. W. Bush,Premise,344.44,347.96,clip_30
31,26178,It says to American working men and women that are thrown out of work for no fault of their own that they're going to have jobs.,9,15_1988,4,4,4693,4822,,"{""Premise"": 27, ""O"": 1}",Premise,It says to American working men and women that are thrown out of work for no fault of their own that they're going to have jobs.,BUSH,Candidate,TEST,13 Oct 1988,1988,George H. W. Bush,Premise,347.96,355.8,clip_31
32,26179,"We're moving into a new competitive age, and we need that kind of thing.",9,15_1988,5,5,4822,4895,,"{""Premise"": 8, ""O"": 3, ""Claim"": 6}",Premise,"We're moving into a new competitive age, and we need that kind of thing.",BUSH,Candidate,TEST,13 Oct 1988,1988,George H. W. Bush,Mixed,355.8,360.12,clip_32
33,26180,"He, unlike my opponent, is an expert in national defense; helped amend the INF treaty so we got a good, sound treaty, when these people over here were talking about a freeze.",9,15_1988,6,6,4895,5070,,"{""Claim"": 12, ""O"": 2, ""Premise"": 24}",Premise,"He, unlike my opponent, is an expert in national defense; helped amend the INF treaty so we got a good, sound treaty, when these people over here were talking about a freeze.",BUSH,Candidate,TEST,13 Oct 1988,1988,George H. W. Bush,Mixed,360.12,372.04,clip_33
34,26181,"If we'd listened to them, we would never have had a treaty.",9,15_1988,7,7,5070,5130,,"{""Claim"": 14, ""O"": 1}",Claim,"If we'd listened to them, we would never have had a treaty.",BUSH,Candidate,TEST,13 Oct 1988,1988,George H. W. Bush,Claim,372.04,374.64,clip_34
35,26182,And so I have great confidence in him.,9,15_1988,8,8,5130,5169,,"{""O"": 3, ""Claim"": 6}",Claim,And so I have great confidence in him.,BUSH,Candidate,TEST,13 Oct 1988,1988,George H. W. Bush,Claim,374.64,376.96,clip_35
36,26183,And it's turning around.,9,15_1988,9,9,5169,5194,,"{""O"": 2, ""Claim"": 4}",Claim,And it's turning around.,BUSH,Candidate,TEST,13 Oct 1988,1988,George H. W. Bush,Claim,376.96,380.12,clip_36
37,26184,"You know, the American people are fair.",9,15_1988,10,10,5194,5234,,"{""O"": 4, ""Claim"": 5}",Claim,"You know, the American people are fair.",BUSH,Candidate,TEST,13 Oct 1988,1988,George H. W. Bush,Claim,380.12,383.64,clip_37
