,Unnamed: 0,Text,Part,Document,Order,Sentence,Start,End,Annotator,Tag,Component,Speech,Speaker,SpeakerType,Set,Date,Year,Name,MainTag,NewBegin,NewEnd,idClip
0,9022,"ANDERSON: Miss Loomis, I think it's very appropriate that the first question in this first debate of Campaign '80 should relate to the economy of the country, because it seems to me that the people who are watching us tonight - 221 million Americans - are truly concerned about the poor rate of performance of the American economy over the last four years.",3,8_1980,0,0,2893,3250,,"{""O"": 13, ""Claim"": 25, ""Premise"": 30}",Premise," Miss Loomis, I think it's very appropriate that the first question in this first debate of Campaign '80 should relate to the economy of the country, because it seems to me that the people who are watching us tonight - 221 million Americans - are truly concerned about the poor rate of performance of the American economy over the last four years.",ANDERSON,Candidate,TRAIN,21 Sep 1980,1980,John B. Anderson,Mixed,194.2,213.84,clip_0
1,9023,"Governor Reagan is not responsible for what has happened over the last four years, nor am I.",3,8_1980,1,1,3250,3343,,"{""O"": 19}",O,"Governor Reagan is not responsible for what has happened over the last four years, nor am I.",ANDERSON,Candidate,TRAIN,21 Sep 1980,1980,John B. Anderson,O,213.84,219.36,clip_1
2,9024,The man who should be here tonight to respond to those charges chose not to attend.,3,8_1980,2,2,3343,3427,,"{""O"": 17}",O,The man who should be here tonight to respond to those charges chose not to attend.,ANDERSON,Candidate,TRAIN,21 Sep 1980,1980,John B. Anderson,O,219.36,224.28,clip_2
3,9025,But I want to answer as specifically as I can the question that you have just put to me.,3,8_1980,3,3,3427,3516,,"{""O"": 20}",O,But I want to answer as specifically as I can the question that you have just put to me.,ANDERSON,Candidate,TRAIN,21 Sep 1980,1980,John B. Anderson,O,224.28,229.0,clip_3
4,9026,"Let me tell you that I, first of all, oppose an election year tax cut, whether it is the 10% across-the-board tax cut promised to the taxpayers by my opponent in this debate tonight, or whether it is the $27.5 billion tax cut promised on the 20th of August by President Carter.",3,8_1980,4,4,3516,3794,,"{""O"": 9, ""Claim"": 12, ""Premise"": 38}",Premise,"Let me tell you that I, first of all, oppose an election year tax cut, whether it is the 10% across-the-board tax cut promised to the taxpayers by my opponent in this debate tonight, or whether it is the $27.5 billion tax cut promised on the 20th of August by President Carter.",ANDERSON,Candidate,TRAIN,21 Sep 1980,1980,John B. Anderson,Mixed,229.0,250.52,clip_4
5,9027,"I simply think that when we are confronting a budget deficit this year - and this fiscal year will end in about 10 days, and we are confronted with the possibility of a deficit of $60 billion, perhaps as much as $63 billion - that that simply would be irresponsible.",3,8_1980,5,5,3794,4061,,"{""O"": 7, ""Premise"": 42, ""Claim"": 6}",Premise,"I simply think that when we are confronting a budget deficit this year - and this fiscal year will end in about 10 days, and we are confronted with the possibility of a deficit of $60 billion, perhaps as much as $63 billion - that that simply would be irresponsible.",ANDERSON,Candidate,TRAIN,21 Sep 1980,1980,John B. Anderson,Mixed,250.52,268.12,clip_5
6,9028,"That, once again, the printing presses will start to roll; once again we will see the monetization of that debt result in a higher rate of inflation.",3,8_1980,6,6,4061,4211,,"{""O"": 31}",O,"That, once again, the printing presses will start to roll; once again we will see the monetization of that debt result in a higher rate of inflation.",ANDERSON,Candidate,TRAIN,21 Sep 1980,1980,John B. Anderson,O,268.12,277.96,clip_6
7,9029,"Even though we've seen some hopeful signs, perhaps, in the flash report on the third quarter, that perhaps the economy is coming out of the recession, we've also seen the rise in the rate of the prime; we have seen mortgage rates back up again, a sure sign of inflation in the housing industry.",3,8_1980,7,7,4211,4506,,"{""O"": 6, ""Claim"": 28, ""Premise"": 29}",Premise,"Even though we've seen some hopeful signs, perhaps, in the flash report on the third quarter, that perhaps the economy is coming out of the recession, we've also seen the rise in the rate of the prime; we have seen mortgage rates back up again, a sure sign of inflation in the housing industry.",ANDERSON,Candidate,TRAIN,21 Sep 1980,1980,John B. Anderson,Mixed,277.96,296.84,clip_7
8,9030,"What I would propose, and I proposed it way back in March when I was a candidate in my own state of Illinois, I proposed $11.3 billion, specifically, in cuts in the Federal budget.",3,8_1980,8,8,4506,4687,,"{""O"": 2, ""Premise"": 38}",Premise,"What I would propose, and I proposed it way back in March when I was a candidate in my own state of Illinois, I proposed $11.3 billion, specifically, in cuts in the Federal budget.",ANDERSON,Candidate,TRAIN,21 Sep 1980,1980,John B. Anderson,Premise,296.84,308.96,clip_8
9,9031,I think we've got to have fiscal restraint.,3,8_1980,9,9,4687,4731,,"{""Claim"": 9, ""O"": 1}",Claim,I think we've got to have fiscal restraint.,ANDERSON,Candidate,TRAIN,21 Sep 1980,1980,John B. Anderson,Claim,308.96,311.92,clip_9
