,Unnamed: 0,Text,Part,Document,Order,Sentence,Start,End,Annotator,Tag,Component,Speech,Speaker,SpeakerType,Set,Date,Year,Name,MainTag,NewBegin,NewEnd,idClip
0,7757,"MCCAIN: Well, let -- let me say, Bob, thank you.",2,36_2008,0,0,2812,2861,,"{""O"": 15}",O," Well, let -- let me say, Bob, thank you.",MCCAIN,Candidate,TEST,15 Oct 2008,2008,John S. McCain,O,113.92,115.76,clip_0
1,7758,And thanks to Hofstra.,2,36_2008,1,1,2861,2884,,"{""O"": 5}",O,And thanks to Hofstra.,MCCAIN,Candidate,TEST,15 Oct 2008,2008,John S. McCain,O,115.76,116.88,clip_1
2,7759,"And, by the way, our beloved Nancy Reagan is in the hospital tonight, so our thoughts and prayers are going with you.",2,36_2008,2,2,2885,3003,,"{""O"": 26}",O,"And, by the way, our beloved Nancy Reagan is in the hospital tonight, so our thoughts and prayers are going with you.",MCCAIN,Candidate,TEST,15 Oct 2008,2008,John S. McCain,O,116.88,123.56,clip_2
3,7760,"It's good to see you again, Senator Obama.",2,36_2008,3,3,3004,3047,,"{""O"": 11}",O,"It's good to see you again, Senator Obama.",MCCAIN,Candidate,TEST,15 Oct 2008,2008,John S. McCain,O,123.56,126.44,clip_3
4,7761,"Americans are hurting right now, and they're angry.",2,36_2008,4,4,3048,3100,,"{""Claim"": 8, ""O"": 3}",Claim,"Americans are hurting right now, and they're angry.",MCCAIN,Candidate,TEST,15 Oct 2008,2008,John S. McCain,Claim,126.44,130.04,clip_4
5,7762,"They're hurting, and they're angry.",2,36_2008,5,5,3100,3136,,"{""Claim"": 6, ""O"": 3}",Claim,"They're hurting, and they're angry.",MCCAIN,Candidate,TEST,15 Oct 2008,2008,John S. McCain,Claim,130.04,132.32,clip_5
6,7763,"They're innocent victims of greed and excess on Wall Street and as well as Washington, D.C. And they're angry, and they have every reason to be angry.",2,36_2008,6,6,3136,3287,,"{""Premise"": 18, ""O"": 4, ""Claim"": 10}",Premise,"They're innocent victims of greed and excess on Wall Street and as well as Washington, D.C. And they're angry, and they have every reason to be angry.",MCCAIN,Candidate,TEST,15 Oct 2008,2008,John S. McCain,Mixed,132.32,145.2,clip_6
7,7764,And they want this country to go in a new direction.,2,36_2008,7,7,3288,3341,,"{""O"": 2, ""Claim"": 10}",Claim,And they want this country to go in a new direction.,MCCAIN,Candidate,TEST,15 Oct 2008,2008,John S. McCain,Claim,145.2,148.16,clip_7
8,7765,And there are elements of my proposal that you just outlined which I won't repeat.,2,36_2008,8,8,3341,3424,,"{""O"": 17}",O,And there are elements of my proposal that you just outlined which I won't repeat.,MCCAIN,Candidate,TEST,15 Oct 2008,2008,John S. McCain,O,148.16,153.44,clip_8
9,7766,"But we also have to have a short-term fix, in my view, and long- term fixes.",2,36_2008,9,9,3425,3502,,"{""O"": 2, ""Claim"": 17}",Claim,"But we also have to have a short-term fix, in my view, and long- term fixes.",MCCAIN,Candidate,TEST,15 Oct 2008,2008,John S. McCain,Claim,153.44,158.36,clip_9
10,7767,Let me just talk to you about one of the short-term fixes.,2,36_2008,10,10,3503,3562,,"{""Premise"": 12, ""O"": 1}",Premise,Let me just talk to you about one of the short-term fixes.,MCCAIN,Candidate,TEST,15 Oct 2008,2008,John S. McCain,Premise,158.36,162.16,clip_10
11,7768,The catalyst for this housing crisis was the Fannie and Freddie Mae that caused subprime lending situation that now caused the housing market in America to collapse.,2,36_2008,11,11,3563,3729,,"{""Premise"": 27, ""O"": 1}",Premise,The catalyst for this housing crisis was the Fannie and Freddie Mae that caused subprime lending situation that now caused the housing market in America to collapse.,MCCAIN,Candidate,TEST,15 Oct 2008,2008,John S. McCain,Premise,162.16,176.68,clip_11
12,7769,"I am convinced that, until we reverse this continued decline in home ownership and put a floor under it, and so that people have not only the hope and belief they can stay in their homes and realize the American dream, but that value will come up.",2,36_2008,12,12,3730,3978,,"{""O"": 8, ""Premise"": 38, ""Claim"": 5}",Premise,"I am convinced that, until we reverse this continued decline in home ownership and put a floor under it, and so that people have not only the hope and belief they can stay in their homes and realize the American dream, but that value will come up.",MCCAIN,Candidate,TEST,15 Oct 2008,2008,John S. McCain,Mixed,176.68,192.12,clip_12
13,7770,"Now, we have allocated $750 billion.",2,36_2008,13,13,3979,4016,,"{""O"": 3, ""Premise"": 6}",Premise,"Now, we have allocated $750 billion.",MCCAIN,Candidate,TEST,15 Oct 2008,2008,John S. McCain,Premise,192.12,196.52,clip_13
14,7771,"Let's take 300 of that billion and go in and buy those home loan mortgages and negotiate with those people in their homes, 11 million homes or more, so that they can afford to pay the mortgage, stay in their home.",2,36_2008,14,14,4016,4230,,"{""Claim"": 30, ""O"": 2, ""Premise"": 14}",Claim,"Let's take 300 of that billion and go in and buy those home loan mortgages and negotiate with those people in their homes, 11 million homes or more, so that they can afford to pay the mortgage, stay in their home.",MCCAIN,Candidate,TEST,15 Oct 2008,2008,John S. McCain,Mixed,196.52,211.16,clip_14
15,7772,"Now, I know the criticism of this.",2,36_2008,15,15,4231,4266,,"{""O"": 9}",O,"Now, I know the criticism of this.",MCCAIN,Candidate,TEST,15 Oct 2008,2008,John S. McCain,O,211.16,213.48,clip_15
