,Unnamed: 0,Text,Part,Document,Order,Sentence,Start,End,Annotator,Tag,Component,Speech,Speaker,SpeakerType,Set,Date,Year,Name,MainTag,NewBegin,NewEnd,idClip
0,18365,"OBAMA: Well, thank you very much, Jim, for this opportunity.",3,37_2012,0,0,1854,1915,,"{""O"": 15}",O," Well, thank you very much, Jim, for this opportunity.",OBAMA,Candidate,TRAIN,03 Oct 2012,2012,Barack H. Obama,O,163.44,165.76,clip_0
1,18366,I want to thank Governor Romney and the University of Denver for your hospitality.,3,37_2012,1,1,1915,1998,,"{""O"": 15}",O,I want to thank Governor Romney and the University of Denver for your hospitality.,OBAMA,Candidate,TRAIN,03 Oct 2012,2012,Barack H. Obama,O,165.76,169.96,clip_1
2,18367,"There are a lot of points I want to make tonight, but the most important one is that 20 years ago I became the luckiest man on Earth because Michelle Obama agreed to marry me.",3,37_2012,2,2,1998,2174,,"{""O"": 37}",O,"There are a lot of points I want to make tonight, but the most important one is that 20 years ago I became the luckiest man on Earth because Michelle Obama agreed to marry me.",OBAMA,Candidate,TRAIN,03 Oct 2012,2012,Barack H. Obama,O,169.96,180.68,clip_2
3,18368,"And so I just want to wish, Sweetie, you happy anniversary and let you know that a year from now we will not be celebrating it in front of 40 million people.",3,37_2012,3,3,2175,2333,,"{""O"": 35}",O,"And so I just want to wish, Sweetie, you happy anniversary and let you know that a year from now we will not be celebrating it in front of 40 million people.",OBAMA,Candidate,TRAIN,03 Oct 2012,2012,Barack H. Obama,O,180.68,190.36,clip_3
4,18369,"(LAUGHTER)  You know, four years ago we went through the worst financial crisis since the Great Depression.",3,37_2012,4,4,2334,2442,,"{""O"": 7, ""Premise"": 14}",Premise,"(LAUGHTER)  You know, four years ago we went through the worst financial crisis since the Great Depression.",OBAMA,Candidate,TRAIN,03 Oct 2012,2012,Barack H. Obama,Premise,190.36,198.76,clip_4
5,18370,"Millions of jobs were lost, the auto industry was on the brink of collapse.",3,37_2012,5,5,2442,2518,,"{""Premise"": 15, ""O"": 1}",Premise,"Millions of jobs were lost, the auto industry was on the brink of collapse.",OBAMA,Candidate,TRAIN,03 Oct 2012,2012,Barack H. Obama,Premise,198.76,203.48,clip_5
6,18371,The financial system had frozen up.,3,37_2012,6,6,2518,2554,,"{""Premise"": 6, ""O"": 1}",Premise,The financial system had frozen up.,OBAMA,Candidate,TRAIN,03 Oct 2012,2012,Barack H. Obama,Premise,203.48,206.32,clip_6
7,18372,"And because of the resilience and the determination of the American people, we've begun to fight our way back.",3,37_2012,7,7,2555,2666,,"{""O"": 2, ""Premise"": 20}",Premise,"And because of the resilience and the determination of the American people, we've begun to fight our way back.",OBAMA,Candidate,TRAIN,03 Oct 2012,2012,Barack H. Obama,Premise,206.32,212.6,clip_7
8,18373,"Over the last 30 months, we've seen 5 million jobs in the private sector created.",3,37_2012,8,8,2666,2748,,"{""Premise"": 17, ""O"": 1}",Premise,"Over the last 30 months, we've seen 5 million jobs in the private sector created.",OBAMA,Candidate,TRAIN,03 Oct 2012,2012,Barack H. Obama,Premise,212.6,217.96,clip_8
9,18374,The auto industry has come roaring back.,3,37_2012,9,9,2748,2789,,"{""Premise"": 7, ""O"": 1}",Premise,The auto industry has come roaring back.,OBAMA,Candidate,TRAIN,03 Oct 2012,2012,Barack H. Obama,Premise,217.96,221.28,clip_9
10,18375,And housing has begun to rise.,3,37_2012,10,10,2789,2820,,"{""O"": 2, ""Premise"": 5}",Premise,And housing has begun to rise.,OBAMA,Candidate,TRAIN,03 Oct 2012,2012,Barack H. Obama,Premise,221.28,224.04,clip_10
11,18376,But we all know that we've still got a lot of work to do.,3,37_2012,11,11,2821,2879,,"{""O"": 2, ""Premise"": 14}",Premise,But we all know that we've still got a lot of work to do.,OBAMA,Candidate,TRAIN,03 Oct 2012,2012,Barack H. Obama,Premise,224.04,227.4,clip_11
12,18377,"And so the question here tonight is not where we've been, but where we're going.",3,37_2012,12,12,2879,2960,,"{""O"": 2, ""Claim"": 17}",Claim,"And so the question here tonight is not where we've been, but where we're going.",OBAMA,Candidate,TRAIN,03 Oct 2012,2012,Barack H. Obama,Claim,227.4,232.92,clip_12
13,18378,"Governor Romney has a perspective that says if we cut taxes, skewed towards the wealthy, and roll back regulations, that we'll be better off.",3,37_2012,13,13,2961,3103,,"{""Premise"": 28, ""O"": 1}",Premise,"Governor Romney has a perspective that says if we cut taxes, skewed towards the wealthy, and roll back regulations, that we'll be better off.",OBAMA,Candidate,TRAIN,03 Oct 2012,2012,Barack H. Obama,Premise,232.92,243.68,clip_13
14,18379,I've got a different view.,3,37_2012,14,14,3103,3130,,"{""Premise"": 6, ""O"": 1}",Premise,I've got a different view.,OBAMA,Candidate,TRAIN,03 Oct 2012,2012,Barack H. Obama,Premise,243.68,244.96,clip_14
15,18380,I think we've got to invest in education and training.,3,37_2012,15,15,3131,3186,,"{""Claim"": 11, ""O"": 1}",Claim,I think we've got to invest in education and training.,OBAMA,Candidate,TRAIN,03 Oct 2012,2012,Barack H. Obama,Claim,244.96,247.8,clip_15
16,18381,"I think it's important for us to develop new sources of energy here in America, that we change our tax code to make sure that we're helping small businesses and companies that are investing here in the United States, that we take some of the money that we're saving as we wind down two wars to rebuild America and that we reduce our deficit in a balanced way that allows us to make these critical investments.",3,37_2012,16,16,3186,3596,,"{""Claim"": 78, ""O"": 4}",Claim,"I think it's important for us to develop new sources of energy here in America, that we change our tax code to make sure that we're helping small businesses and companies that are investing here in the United States, that we take some of the money that we're saving as we wind down two wars to rebuild America and that we reduce our deficit in a balanced way that allows us to make these critical investments.",OBAMA,Candidate,TRAIN,03 Oct 2012,2012,Barack H. Obama,Claim,247.8,270.68,clip_16
