,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Text,Part,Document,Order,Sentence,Start,End,Annotator,Tag,Component,Speech,Speaker,SpeakerType,Set,Date,Year,Name,MainTag,NewBegin,NewEnd,idClip
0,0,0,5413,"QUAYLE: The question goes to whether I am qualified to be Vice President, and in the case of a tragedy, whether I'm qualified to be President.",3,14_1988,0,0,1844,1987,,"{""O"": 31}",O," The question goes to whether I am qualified to be Vice President, and in the case of a tragedy, whether I'm qualified to be President.",QUAYLE,Candidate,VALIDATION,05 Oct 1984,1988,James D. Quayle,O,143.48,152.32,clip_0
1,1,1,5414,Qualifications for the office of Vice President or President are not age alone.,3,14_1988,1,1,1987,2067,,"{""Claim"": 13, ""O"": 1}",Claim,Qualifications for the office of Vice President or President are not age alone.,QUAYLE,Candidate,VALIDATION,05 Oct 1984,1988,James D. Quayle,Claim,152.32,159.0,clip_1
2,2,2,5415,"You must look at accomplishments, and you must look at experience.",3,14_1988,2,2,2067,2134,,"{""Premise"": 10, ""O"": 3}",Premise,"You must look at accomplishments, and you must look at experience.",QUAYLE,Candidate,VALIDATION,05 Oct 1984,1988,James D. Quayle,Premise,159.0,164.16,clip_2
3,3,3,5416,I have more experience than others that have sought the office of Vice President.,3,14_1988,3,3,2134,2216,,"{""Claim"": 14, ""O"": 1}",Claim,I have more experience than others that have sought the office of Vice President.,QUAYLE,Candidate,VALIDATION,05 Oct 1984,1988,James D. Quayle,Claim,164.16,169.8,clip_3
4,4,4,5417,"Now let's look at qualifications, and let's look at the three biggest issues that are going to be confronting America in the next presidency.",3,14_1988,4,4,2216,2358,,"{""O"": 4, ""Claim"": 24}",Claim,"Now let's look at qualifications, and let's look at the three biggest issues that are going to be confronting America in the next presidency.",QUAYLE,Candidate,VALIDATION,05 Oct 1984,1988,James D. Quayle,Claim,169.8,179.44,clip_4
5,5,5,5418,Those three issues are national security and arms control; jobs and education; and the Federal budget deficit.,3,14_1988,5,5,2358,2469,,"{""Premise"": 19, ""O"": 1}",Premise,Those three issues are national security and arms control; jobs and education; and the Federal budget deficit.,QUAYLE,Candidate,VALIDATION,05 Oct 1984,1988,James D. Quayle,Premise,179.44,188.12,clip_5
6,6,6,5419,On each one of those issues I have more experience than does the Governor of Massachusetts.,3,14_1988,6,6,2469,2561,,"{""Claim"": 16, ""O"": 1}",Claim,On each one of those issues I have more experience than does the Governor of Massachusetts.,QUAYLE,Candidate,VALIDATION,05 Oct 1984,1988,James D. Quayle,Claim,188.12,195.8,clip_6
7,7,7,5420,"In national security and arms control, you have to understand the difference between a ballistic missile, a warhead, what throwweight, what megatonnage is.",3,14_1988,7,7,2561,2717,,"{""Claim"": 27, ""O"": 1}",Claim,"In national security and arms control, you have to understand the difference between a ballistic missile, a warhead, what throwweight, what megatonnage is.",QUAYLE,Candidate,VALIDATION,05 Oct 1984,1988,James D. Quayle,Claim,195.8,205.12,clip_7
8,8,8,5421,You better understand about telemetry and encryption.,3,14_1988,8,8,2717,2771,,"{""Claim"": 7, ""O"": 1}",Claim,You better understand about telemetry and encryption.,QUAYLE,Candidate,VALIDATION,05 Oct 1984,1988,James D. Quayle,Claim,205.12,208.2,clip_8
9,9,9,5422,And you better understand that you have to negotiate from a position of strength.,3,14_1988,9,9,2771,2853,,"{""O"": 2, ""Claim"": 13}",Claim,And you better understand that you have to negotiate from a position of strength.,QUAYLE,Candidate,VALIDATION,05 Oct 1984,1988,James D. Quayle,Claim,208.2,212.44,clip_9
10,10,10,5423,"These are important issues, because we want to have more arms control and arms reductions.",3,14_1988,10,10,2853,2944,,"{""Claim"": 14, ""O"": 3}",Claim,"These are important issues, because we want to have more arms control and arms reductions.",QUAYLE,Candidate,VALIDATION,05 Oct 1984,1988,James D. Quayle,Claim,212.44,217.4,clip_10
11,11,11,5424,"In the area of jobs and education, I wrote the Job Training Partnership Act, a bipartisan bill, a bill that has trained and employed over three million economically disadvantaged youth and adults in this country.",3,14_1988,11,11,2944,3157,,"{""Claim"": 19, ""O"": 2, ""Premise"": 18}",Claim,"In the area of jobs and education, I wrote the Job Training Partnership Act, a bipartisan bill, a bill that has trained and employed over three million economically disadvantaged youth and adults in this country.",QUAYLE,Candidate,VALIDATION,05 Oct 1984,1988,James D. Quayle,Mixed,217.4,231.88,clip_11
12,12,12,5425,"On the area of the Federal budget deficit, I have worked eight years on the Senate Budget Committee.",3,14_1988,12,12,3157,3258,,"{""Claim"": 19, ""O"": 1}",Claim,"On the area of the Federal budget deficit, I have worked eight years on the Senate Budget Committee.",QUAYLE,Candidate,VALIDATION,05 Oct 1984,1988,James D. Quayle,Claim,231.88,239.6,clip_12
13,13,13,5426,And I wish that the Congress would give us the line item veto to help deal with that.,3,14_1988,13,13,3258,3344,,"{""O"": 2, ""Claim"": 17}",Claim,And I wish that the Congress would give us the line item veto to help deal with that.,QUAYLE,Candidate,VALIDATION,05 Oct 1984,1988,James D. Quayle,Claim,239.6,246.16,clip_13
14,14,14,5427,"And if qualifications alone are going to be the issue in this campaign, George Bush has more qualifications than Michael Dukakis and Lloyd Bentsen combined.",3,14_1988,14,14,3344,3501,,"{""O"": 27}",O,"And if qualifications alone are going to be the issue in this campaign, George Bush has more qualifications than Michael Dukakis and Lloyd Bentsen combined.",QUAYLE,Candidate,VALIDATION,05 Oct 1984,1988,James D. Quayle,O,246.16,256.16,clip_14
15,16,16,5429,BENTSEN: This debate tonight is not about the qualifications for the Vice Presidency.,5,14_1988,0,0,3972,4058,,"{""O"": 3, ""Claim"": 12}",Claim, This debate tonight is not about the qualifications for the Vice Presidency.,BENTSEN,Candidate,VALIDATION,05 Oct 1984,1988,Lloyd M. Bentsen,Claim,294.0,298.32,clip_16
16,17,17,5430,The debate is whether or not Dan Quayle and Lloyd Bentsen are qualified to be President of the United States.,5,14_1988,1,1,4058,4168,,"{""Claim"": 20, ""O"": 1}",Claim,The debate is whether or not Dan Quayle and Lloyd Bentsen are qualified to be President of the United States.,BENTSEN,Candidate,VALIDATION,05 Oct 1984,1988,Lloyd M. Bentsen,Claim,298.32,306.6,clip_17
17,18,18,5431,"Because Judy, just as you have said, that has happened too often in the past.",5,14_1988,2,2,4168,4246,,"{""O"": 10, ""Premise"": 8}",O,"Because Judy, just as you have said, that has happened too often in the past.",BENTSEN,Candidate,VALIDATION,05 Oct 1984,1988,Lloyd M. Bentsen,Mixed,306.6,311.2,clip_18
18,19,19,5432,"And if that tragedy should occur, we have to step in there without any margin for error, without time for preparation, to take over the responsibility for the biggest job in the world, that of running this great country of ours; to take over the awesome responsibility for commanding the nuclear weaponry that this country has.",5,14_1988,3,3,4246,4574,,"{""O"": 2, ""Claim"": 60}",Claim,"And if that tragedy should occur, we have to step in there without any margin for error, without time for preparation, to take over the responsibility for the biggest job in the world, that of running this great country of ours; to take over the awesome responsibility for commanding the nuclear weaponry that this country has.",BENTSEN,Candidate,VALIDATION,05 Oct 1984,1988,Lloyd M. Bentsen,Claim,311.2,332.32,clip_19
19,20,20,5433,"No, the debate tonight is a debate about the presidency itself, and a presidential decision that has to be made by you.",5,14_1988,4,4,4574,4694,,"{""Claim"": 24, ""O"": 1}",Claim,"No, the debate tonight is a debate about the presidency itself, and a presidential decision that has to be made by you.",BENTSEN,Candidate,VALIDATION,05 Oct 1984,1988,Lloyd M. Bentsen,Claim,332.32,341.24,clip_20
20,21,21,5434,The stakes could not be higher.,5,14_1988,5,5,4694,4726,,"{""Claim"": 6, ""O"": 1}",Claim,The stakes could not be higher.,BENTSEN,Candidate,VALIDATION,05 Oct 1984,1988,Lloyd M. Bentsen,Claim,341.24,345.36,clip_21
21,22,22,5435,"BENTSEN: Well, I am delighted to respond to that question, because we agree on so many things and the vast majority of the issues.",7,14_1988,0,0,5180,5311,,"{""O"": 15, ""Claim"": 13}",O," Well, I am delighted to respond to that question, because we agree on so many things and the vast majority of the issues.",BENTSEN,Candidate,VALIDATION,05 Oct 1984,1988,Lloyd M. Bentsen,Mixed,375.44,383.72,clip_22
22,23,23,5436,We agree on the fact that we have to cut this deficit.,7,14_1988,1,1,5311,5366,,"{""Claim"": 12, ""O"": 1}",Claim,We agree on the fact that we have to cut this deficit.,BENTSEN,Candidate,VALIDATION,05 Oct 1984,1988,Lloyd M. Bentsen,Claim,383.72,387.04,clip_23
23,24,24,5437,And Gov.,7,14_1988,2,2,5366,5375,,"{""O"": 3}",O,And Gov.,BENTSEN,Candidate,VALIDATION,05 Oct 1984,1988,Lloyd M. Bentsen,O,387.04,387.64,clip_24
24,25,25,5438,"Dukakis has been able to cut that deficit ten budgets in a row in the State of Massachusetts, while he lowered the tax burden on their people from one of the highest to one of the lower in the United States.",7,14_1988,3,3,5375,5583,,"{""Premise"": 42, ""O"": 1}",Premise,"Dukakis has been able to cut that deficit ten budgets in a row in the State of Massachusetts, while he lowered the tax burden on their people from one of the highest to one of the lower in the United States.",BENTSEN,Candidate,VALIDATION,05 Oct 1984,1988,Lloyd M. Bentsen,Premise,387.64,399.48,clip_25
25,26,26,5439,That is a major sense of achievement.,7,14_1988,4,4,5583,5621,,"{""Claim"": 7, ""O"": 1}",Claim,That is a major sense of achievement.,BENTSEN,Candidate,VALIDATION,05 Oct 1984,1988,Lloyd M. Bentsen,Claim,399.48,402.2,clip_26
26,27,27,5440,And I admire that.,7,14_1988,5,5,5621,5640,,"{""O"": 2, ""Claim"": 3}",Claim,And I admire that.,BENTSEN,Candidate,VALIDATION,05 Oct 1984,1988,Lloyd M. Bentsen,Claim,402.2,403.24,clip_27
27,28,28,5441,And I'm just delighted to be on the ticket with him.,7,14_1988,6,6,5640,5693,,"{""O"": 2, ""Claim"": 11}",Claim,And I'm just delighted to be on the ticket with him.,BENTSEN,Candidate,VALIDATION,05 Oct 1984,1988,Lloyd M. Bentsen,Claim,403.24,405.84,clip_28
28,30,30,5443,"Dukakis and I agreed that we ought to have a trade policy for this country; that we've seen this Administration more than double the national debt, that; they've moved this country from the number one lender nation in the world to the number one debtor nation in the world under their Administration; that they have not had a trade policy; that they have let trade be a handmaiden for their foreign policy objectives of the country; that this country has exported too many jobs and not enough products.",7,14_1988,8,8,5698,6201,,"{""Claim"": 85, ""O"": 12}",Claim,"Dukakis and I agreed that we ought to have a trade policy for this country; that we've seen this Administration more than double the national debt, that; they've moved this country from the number one lender nation in the world to the number one debtor nation in the world under their Administration; that they have not had a trade policy; that they have let trade be a handmaiden for their foreign policy objectives of the country; that this country has exported too many jobs and not enough products.",BENTSEN,Candidate,VALIDATION,05 Oct 1984,1988,Lloyd M. Bentsen,Claim,406.92,436.04,clip_30
29,31,31,5444,"And as I worked to pass a trade bill through the United States Senate, they threw roadblocks in the way every step of the way.",7,14_1988,9,9,6201,6328,,"{""O"": 2, ""Claim"": 25}",Claim,"And as I worked to pass a trade bill through the United States Senate, they threw roadblocks in the way every step of the way.",BENTSEN,Candidate,VALIDATION,05 Oct 1984,1988,Lloyd M. Bentsen,Claim,436.04,444.88,clip_31
30,32,32,5445,"But we passed a trade bill that has this premise, that any country that has full access to our markets, we're entitled to full access to their markets.",7,14_1988,10,10,6328,6480,,"{""O"": 2, ""Claim"": 30}",Claim,"But we passed a trade bill that has this premise, that any country that has full access to our markets, we're entitled to full access to their markets.",BENTSEN,Candidate,VALIDATION,05 Oct 1984,1988,Lloyd M. Bentsen,Claim,444.88,457.72,clip_32
31,33,33,5446,"Now, that means that we're going to stand tough for America, and we're going to protect those jobs, and we're going to push American products, and we're going to open up markets around the world.",7,14_1988,11,11,6480,6676,,"{""O"": 3, ""Claim"": 41}",Claim,"Now, that means that we're going to stand tough for America, and we're going to protect those jobs, and we're going to push American products, and we're going to open up markets around the world.",BENTSEN,Candidate,VALIDATION,05 Oct 1984,1988,Lloyd M. Bentsen,Claim,457.72,469.12,clip_33
32,34,34,5447,"We'll show leadership in that respect, and turn this deficit and trade around.",7,14_1988,12,12,6676,6755,,"{""Claim"": 15, ""O"": 1}",Claim,"We'll show leadership in that respect, and turn this deficit and trade around.",BENTSEN,Candidate,VALIDATION,05 Oct 1984,1988,Lloyd M. Bentsen,Claim,469.12,474.6,clip_34
33,35,35,5448,That's the sort of thing that Michael Dukakis and I will do to bring about a better America for all our people.,7,14_1988,13,13,6755,6867,,"{""Claim"": 23, ""O"": 1}",Claim,That's the sort of thing that Michael Dukakis and I will do to bring about a better America for all our people.,BENTSEN,Candidate,VALIDATION,05 Oct 1984,1988,Lloyd M. Bentsen,Claim,474.6,481.48,clip_35
34,36,36,5449,"QUAYLE: As you notice, Senator Bentsen didn't tell you very much about what Gov.",9,14_1988,0,0,6916,6997,,"{""O"": 18}",O," As you notice, Senator Bentsen didn't tell you very much about what Gov.",QUAYLE,Candidate,VALIDATION,05 Oct 1984,1988,James D. Quayle,O,485.0,488.88,clip_36
35,37,37,5450,Dukakis would do - Gov.,9,14_1988,1,1,6997,7021,,"{""O"": 6}",O,Dukakis would do - Gov.,QUAYLE,Candidate,VALIDATION,05 Oct 1984,1988,James D. Quayle,O,488.88,491.0,clip_37
36,38,38,5451,"Dukakis, one of the most liberal governors in the United States of America The one thing he tried to point out about Gov.",9,14_1988,2,2,7021,7143,,"{""Claim"": 24, ""O"": 1}",Claim,"Dukakis, one of the most liberal governors in the United States of America The one thing he tried to point out about Gov.",QUAYLE,Candidate,VALIDATION,05 Oct 1984,1988,James D. Quayle,Claim,491.0,497.08,clip_38
37,39,39,5452,Dukakis is that he's cut taxes.,9,14_1988,3,3,7143,7175,,"{""Claim"": 7, ""O"": 1}",Claim,Dukakis is that he's cut taxes.,QUAYLE,Candidate,VALIDATION,05 Oct 1984,1988,James D. Quayle,Claim,497.08,498.88,clip_39
38,40,40,5453,"The fact of the matter is, Senator Bentsen, he's raised taxes five times.",9,14_1988,4,4,7175,7249,,"{""Claim"": 16, ""O"": 1}",Claim,"The fact of the matter is, Senator Bentsen, he's raised taxes five times.",QUAYLE,Candidate,VALIDATION,05 Oct 1984,1988,James D. Quayle,Claim,498.88,503.68,clip_40
39,41,41,5454,He just raised taxes this past year.,9,14_1988,5,5,7249,7286,,"{""Claim"": 7, ""O"": 1}",Claim,He just raised taxes this past year.,QUAYLE,Candidate,VALIDATION,05 Oct 1984,1988,James D. Quayle,Claim,503.68,505.88,clip_41
40,42,42,5455,And that's why a lot of people refer to him as Tax-hike Mike.,9,14_1988,6,6,7286,7348,,"{""O"": 2, ""Claim"": 13}",Claim,And that's why a lot of people refer to him as Tax-hike Mike.,QUAYLE,Candidate,VALIDATION,05 Oct 1984,1988,James D. Quayle,Claim,505.88,509.48,clip_42
41,43,43,5456,That's why they refer to the State of Massachusetts as Taxachusetts.,9,14_1988,7,7,7348,7417,,"{""Claim"": 12, ""O"": 1}",Claim,That's why they refer to the State of Massachusetts as Taxachusetts.,QUAYLE,Candidate,VALIDATION,05 Oct 1984,1988,James D. Quayle,Claim,509.48,514.28,clip_43
42,44,44,5457,"Because every time there's a problem, the liberal governor from Massachusetts raises taxes.",9,14_1988,8,8,7417,7509,,"{""O"": 2, ""Premise"": 14}",Premise,"Because every time there's a problem, the liberal governor from Massachusetts raises taxes.",QUAYLE,Candidate,VALIDATION,05 Oct 1984,1988,James D. Quayle,Premise,514.28,519.64,clip_44
43,45,45,5458,I don't blame Senator Bentsen for not talking about Gov.,9,14_1988,9,9,7509,7566,,"{""Claim"": 11, ""O"": 1}",Claim,I don't blame Senator Bentsen for not talking about Gov.,QUAYLE,Candidate,VALIDATION,05 Oct 1984,1988,James D. Quayle,Claim,519.64,523.04,clip_45
44,46,46,5459,Michael Dukakis.,9,14_1988,10,10,7566,7583,,"{""O"": 3}",O,Michael Dukakis.,QUAYLE,Candidate,VALIDATION,05 Oct 1984,1988,James D. Quayle,O,523.04,523.92,clip_46
45,47,47,5460,He's talking more about his record.,9,14_1988,11,11,7583,7619,,"{""Claim"": 7, ""O"": 1}",Claim,He's talking more about his record.,QUAYLE,Candidate,VALIDATION,05 Oct 1984,1988,James D. Quayle,Claim,523.92,525.68,clip_47
46,48,48,5461,If I had to defend the liberal policies of Gov.,9,14_1988,12,12,7619,7667,,"{""Premise"": 10, ""O"": 1}",Premise,If I had to defend the liberal policies of Gov.,QUAYLE,Candidate,VALIDATION,05 Oct 1984,1988,James D. Quayle,Premise,525.68,528.0,clip_48
47,49,49,5462,"Michael Dukakis, I wouldn't talk about it either.",9,14_1988,13,13,7667,7717,,"{""Claim"": 10, ""O"": 1}",Claim,"Michael Dukakis, I wouldn't talk about it either.",QUAYLE,Candidate,VALIDATION,05 Oct 1984,1988,James D. Quayle,Claim,528.0,530.52,clip_49
48,50,50,5463,"BENTSEN: Well, I must say I hate to disappoint my good friend Bob Strauss, but we have a contract with the American people on Social Security.",12,14_1988,0,0,8452,8595,,"{""O"": 7, ""Claim"": 23}",Claim," Well, I must say I hate to disappoint my good friend Bob Strauss, but we have a contract with the American people on Social Security.",BENTSEN,Candidate,VALIDATION,05 Oct 1984,1988,Lloyd M. Bentsen,Claim,570.76,579.52,clip_50
49,51,51,5464,"And Social Security is an issue where Senator Quayle voted eight times to cut the benefits on Social Security, where this administration came in and tried to cut the benefits, the minimum benefits, $122 a month for widows, for retirees, tried to cut the benefits for 62-year-old retirees by 40 percent, tried to do an end run on Social Security when they first came in after promising not to cut it - to cut it by some 20 billion, and while we were working together to reform the Social Security system and to be certain that that money was going to be there for people when they retired.",12,14_1988,1,1,8595,9184,,"{""O"": 4, ""Claim"": 113}",Claim,"And Social Security is an issue where Senator Quayle voted eight times to cut the benefits on Social Security, where this administration came in and tried to cut the benefits, the minimum benefits, $122 a month for widows, for retirees, tried to cut the benefits for 62-year-old retirees by 40 percent, tried to do an end run on Social Security when they first came in after promising not to cut it - to cut it by some 20 billion, and while we were working together to reform the Social Security system and to be certain that that money was going to be there for people when they retired.",BENTSEN,Candidate,VALIDATION,05 Oct 1984,1988,Lloyd M. Bentsen,Claim,579.52,623.2,clip_51
50,52,52,5465,At that point they tried a $40-billion end run to cut Social Security.,12,14_1988,2,2,9184,9255,,"{""Claim"": 14, ""O"": 1}",Claim,At that point they tried a $40-billion end run to cut Social Security.,BENTSEN,Candidate,VALIDATION,05 Oct 1984,1988,Lloyd M. Bentsen,Claim,623.2,628.28,clip_52
